year,state,type,parameter,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2013,HE,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,15292.414044,,27981.44154,0,,43273.855584
2013,HE,output,Heizwerke,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,0,,9962.84808,0,,9962.84808
2013,HE,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,53402.8752,,37944.28962,0,,91347.16482
2013,HE,tender,Energieangebot nach Umwandlungsbilanz,915.945121,3079.76873,0,,0,824.675514,2560.483451,,2343.5109884114,65674.9569349547,111798.878281149,174218.874636441,69957.3160201174,87.99185,1249.01739,726.234665033243,5240.83038944456,,,,152317.893808,,3.99155,0,0,1620,32990.24988,,,2008.73705697165,131407.5753468,,34220.7432,1995.32448,,795242.999293323
2013,HE,usage,Endenergieverbrauch,468.152621,3000.40823,0,,0,824.675514,1560.50503,,0,65674.9569349547,111798.878281149,174218.874636441,69957.3160201174,87.99185,625.66312,722.094665033243,5236.53035944456,,,,151375.917788,,3.99155,0,0,1620,32990.24988,,,2008.73705697165,131407.5753468,,34220.7432,1995.06217,,789798.324253912
2014,HE,primary,Primärenergieverbrauch im Inland,25686.729732,2963.07792,0,,896.207,639.880338,3391.464732,,2420,66338.9002141048,115752.914470477,184438.2,61036.6248279008,43.19366,1142.2095,11537.12396,4937.51541706389,,,,192121.583373659,,1597.40375136986,1065.24,5143.9005,7201.049148,56722.2069969011,,,2225.34353447829,86962.062888672,,0,12936.58404,,847199.416004627
2014,HE,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),9254.1,0,0,,0,0,0,,0,0,1.64006,0,48.03142,0,0,0,0,,,,2243.14718,,156.13575,0,0,0,5433.73001593995,,,0,0,,0,3138.889885,,20275.6743109399
2014,HE,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),15385.1466,0,0,,873.864,65.787,679.27698,,0,0,0,0,76.36187,0,26.808,0,0,,,,26919.24184,,146.79566,0,0,0,10861.96458,,,0,0,,0,6096.08102,,61131.32755
2014,HE,input,Heizwerke,360.278,0,0,,22.343,0,0,,0,0,0,0,182.4495,0,0,0,0,,,,5243.98049,,0.08844,0,0,0,1337.548685,,,2.4444,0,,0,900.839505,,8049.97202
2014,HE,input,Umwandlungseinsatz insgesamt,24999.5246,0,0,,896.207,65.787,679.27698,,0,0,1.64006,0,307.19534,0,26.808,726.174,0,,,,44541.50452,,1422.38175136986,1065.24,5143.9005,5473.049148,28208.3749177893,,,2.4444,2813.2308,,0,10869.78808,,127242.527097159
2014,HE,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,8735.199768,,0,0,,8735.199768
2014,HE,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,15226.392312,,26911.839672,0,,42138.231984
2014,HE,output,Heizwerke,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,0,,6894.85914,0,,6894.85914
2014,HE,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,,,0,47171.016,,33806.698812,0,,80977.714812
2014,HE,tender,Energieangebot nach Umwandlungsbilanz,687.205132,2963.07792,0,,0,574.093338,2712.187752,,2420,66338.9002141048,115751.274410477,184438.2,60724.3586279008,43.19366,1115.4015,10810.94996,4937.19917706389,,,,144239.489047535,,12.28504,0,0,1728,28494.7530291118,,,2222.89913447829,127416.346494,,30325.01594,2066.79596,,790021.626336671
2014,HE,usage,Endenergieverbrauch,364.832642,2928.41142,0,,0,574.093338,1769.90286,,0,66338.9002141048,115751.274410477,184438.2,60724.3586279008,43.19366,613.61934,882.09996,4933.19103706389,,,,143456.433997535,,12.28504,0,0,1728,28494.7530291118,,,2222.89913447829,127416.346494,,30325.068,2066.53644,,775084.399644671
2012,MV,primary,Primärenergieverbrauch im Inland,36356.65561982,0,111.00729,,0,954.567562,598.212318,0,,16546.34,31979.7023808,214,9644.80120951,79.87765308,,1831.52958882558,3361.49362501519,,0,,49505.4147333867,,606.960175030277,23.861304,11520.8244,1883.7108,45397.5977644101,,,671.042293390772,-16106.165171532,,0,1448.264208,,196629.697753737
2012,MV,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),34033.19168842,,0,,0,0,0,,,,0,,86.56008224,0,,0,0,,0,,192.831,,0,,,,4474.663026,,,0,0,,0,1249.535268,,40036.78106466
2012,MV,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),2151.37621851,,0,,0,0,0,,,,0,,1.29918914,0,,0,0,,0,,11752.73101,,0,,,,3781.511806,,,0,0,,0,0,,17686.91822365
2012,MV,input,Heizwerke,55.4506290900078,,0,,0,0,0,,,,0,,22.52855631,0,,0,0,,0,,3277.95502,,0,,,,358.32614,,,93.1752,0,,0,198.72894,,4006.16448540001
2012,MV,input,Umwandlungseinsatz insgesamt,36240.01853602,0,0,,0,0,0,0,,0,0,0,538.59782769,0,,40.608890451923,0,,0,,16059.44453,,588.67035339916,23.861304,11520.8244,1696.5108,36401.0772495652,,,93.1752,0,,0,1448.264208,,104651.053299126
2012,MV,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,14584.860036,,0,0,,14584.860036
2012,MV,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5157.858708,,7862.509656,0,,13020.368364
2012,MV,output,Heizwerke,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,,4101.837876,0,,4101.837876
2012,MV,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,,,0,41869.140984,,11964.347532,0,,53833.488516
2012,MV,tender,Energieangebot nach Umwandlungsbilanz,116.6370838,0,111.00729,,0,954.567562,598.212318,0,,16546.34,31979.7023808,214,9106.20338182,79.87765308,,1790.92069837366,3361.49362501519,,0,,33415.00343234,,0,0,0,187.2,8996.5205148449,,,577.867093390772,23295.262788,,10344.1626828,0,,141674.978504265
2012,MV,usage,Endenergieverbrauch,116.6370838,0,111.00729,,0,954.567562,598.212318,0,,16546.34,31979.7023808,214,9106.20338182,79.87765308,,3.06953399999991,3361.49362501519,,0,,33404.63301,,0,0,0,187.2,8996.5205148449,,,577.867093390772,23295.262788,,10344.1626828,0,,139876.756917551
2013,MV,primary,Primärenergieverbrauch im Inland,30171.1795996,0,104.2215375,,0,1014.818194436,684.867903,0,,16023.824,32702.3673384,148.700098583253,9821.38821189265,121.5232284,,1974.01987323759,3595.81204789149,,0,,50418.3662492599,,634.576545755278,27.53694,13277.934036,3277.70442,49154.8498398485,,,697.975358728007,0,,0,3034.54662703522,,201724.573729809
2013,MV,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),27137.8426774,,,,,,,,,,,,63.56346359,85.2163284,,,,,,,1261.08717994,,,,,,1443.738054,,,,,,,874.398496,,30865.84619933
2013,MV,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),2823.6868075,,,,,,,,,,,,14.40265959,,,,,,,,10118.97260598,,,,,,4326.698242,,,,,,,422.035108,,17705.79542307
2013,MV,input,Heizwerke,81.0766372,,,,,,,,,,,,183.51711004,,,,25.20798675,,,,3443.09929943691,,5.15040080301127,,,,612.466892,,,96.9552,,,,357.781288,,4805.25481422992
2013,MV,input,Umwandlungseinsatz insgesamt,30042.6061221,0,0,,0,0,0,0,,0,0,0,340.384644237349,85.2163284,,43.7735335769233,112.29589068028,,0,,15346.2357071629,,611.855884475479,27.53694,13277.934036,3072.50442,40110.0722634885,,,96.9552,0,,0,3034.54662703522,,106201.917597157
2013,MV,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12106.674864,,,,,12106.674864
2013,MV,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4717.443744,,7847.906868,,,12565.350612
2013,MV,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.39937599998,,,4472.39937599998
2013,MV,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,,,0,41857.319916,,12320.306244,0,,54177.62616
2013,MV,tender,Energieangebot nach Umwandlungsbilanz,128.573477500002,0,104.2215375,,0,1014.818194436,684.867903,0,,16023.824,32702.3673384,148.700098583253,9481.0035676553,36.3069,,1930.24633966067,3483.51615721121,,0,,35051.4246990833,,0,0,0,205.2,9044.77757635998,,,601.020158728007,24475.1328,,10217.0628,0,,145333.063548118
2013,MV,usage,Endenergieverbrauch,128.5734775,0,104.2215375,,0,1014.818194436,684.867903,0,,16023.824,32702.3673384,148.700098583253,9481.0035676553,36.3069,,4.88126214000005,3483.51615721121,,0,,35033.8336990833,,0,0,0,205.2,9044.77757635998,,,601.020158728007,24475.1328,,10217.0628,0,,143390.107470597
2014,MV,primary,Primärenergieverbrauch im Inland,32971.30002985,0,118.22178975,,0,795.137774311,725.7609175,0,,15631.937,33123.7426464,250.522701602488,9453.824320404,52.78377804,,1860.5442,3342.398575475,,0,,45798.3653218149,,595.556479013693,18.895392,15840.706356,4124.104812,53055.9781625493,,,699.058867789,0,,0,1859.4658616,,201075.927981014
2014,MV,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),30267.6017566,,,,,,,,,,,,,,,,,,,,556.101820259999,,5.75919096612292,,,,1929.19168017537,,,,,,,989.5555272,,33748.2099752015
2014,MV,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),2516.7179518,,,,,,,,,,,,2.4237818,,,,,,,,9909.960214,,,,,,3769.38692517537,,,,,,,494.7777636,,16693.2666363754
2014,MV,input,Heizwerke,47.5428811,,,,,,,,,,,,36.5023252,,,,,,,,2674.10395686,,,,,,2070.37768017537,,,89.046,,,,164.9259212,,5082.49876453537
2014,MV,input,Umwandlungseinsatz insgesamt,32831.8625895,0,0,,0,0,0,0,,0,0,0,110.076108144,0,,39.502,81.521916475,,0,,13745.175492264,,569.48567068245,18.895392,15840.706356,3899.104812,44052.7957310913,,,89.046,0,,0,1859.4658616,,113137.637929757
2014,MV,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12914.508132,,,,,12914.508132
2014,MV,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368.802536,,7677.444564,,,12046.2471
2014,MV,output,Heizwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.673296,,,3900.673296
2014,MV,output,Umwandlungsausstoß insgesamt,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,,,0,46054.7683308,,11578.11786,0,,57632.8861908
2014,MV,tender,Energieangebot nach Umwandlungsbilanz,139.437440350004,0,118.22178975,,0,795.137774311,725.7609175,0,,15631.937,33123.7426464,250.522701602488,9343.74821226,52.78377804,,1821.0422,3260.876659,,0,,32044.23142,,0,0,0,225,9003.18243145802,,,610.012867789,24510.852,,9483.7284,0,,141140.21823846
2014,MV,usage,Endenergieverbrauch,139.43744035,0,118.22178975,,0,795.137774311,725.7609175,0,,15631.937,33123.7426464,250.522701602488,9343.74821226,52.78377804,,3.9502,3260.876659,,0,,32026.64042,,0,0,0,225,9003.18243145802,,,610.012867789,24510.852,,9483.7284,0,,139305.535238461
2012,NI,primary,Primärenergieverbrauch im Inland,165500.16603349,0,5622.956762,-1632.907572,21470.1102,1053.52533,5015.81660332353,218502.78419,-440,23957.3586,67213.5519293445,-6120.4,52449.2460798904,1707.88443442427,4478.541439,-11648.05787438,3653.509639,0,0,0.0,358268.129111115,,2003.84856684932,966.412206,45429.180624,11099.622888,134466.45180676,,,1866.89094520737,-40706.1571755946,252249.0295436,0,9239.38972,4966.46562,1330633.34965003
2012,NI,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),88256.72398,0,0,0,21470.1102,0,0,0,0,0,0,0,319.08168,160.4742,0,11.346,0,0,0,0.0,18003.84802,,299.473,0,0,0,10960.78636,,,0,0,0.0,0,4171.729,0,143653.57244
2012,NI,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),23140.83241,0,0,0,0,0,0,0,0,0,0,0,94.0518,881.34948,0,3.745,0,0,0,0.0,7883.44043,,12.931,0,0,0,3309.07361,,,0,0,0.0,0,1695.4675,0,37020.89123
2012,NI,input,Heizwerke,299.764040000007,0,0,0,0,0,0,0,0,0,0,0,31.70193,41.67652,0,0.001,0,0,0,0.0,4870.61388,,0,0,0,0,881.017,,,0,0,0.0,0,296.41,0,6421.18437000001
2012,NI,input,Umwandlungseinsatz insgesamt,160558.929518831,0,24714.029303982,0,21470.1102,0,63.0170285979117,218502.78419,0,0,62.2904195520935,0,4505.55786696164,1113.6849679032,11251.569,10497.512,0,978.2,4691.13016929603,9938.42334271378,54584.813714533,,1688.67750684932,966.412206,45429.180624,9083.622888,105149.828067102,,,0,966.145896,252249.0295436,2981,6398.65582846462,3722.25011151164,951566.854393898
2012,NI,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,58355.367228,0.0,0,0,0,58355.367228
2012,NI,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,8704.758528,0.0,21888.795368,0,0,30593.553896
2012,NI,output,Heizwerke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,0,0.0,5936.433944,0,0,5936.433944
2012,NI,output,Umwandlungsausstoß insgesamt,0,0,45172,1632.907572,0,0,0,0,572,52817.659,80378.16,12925.6,13788.362,2378.703,7028.291,30683.72,3952.99,9202.29595,11288.935631862,29588.503448781,0,,0,0,0,0,13523,,,0,249273.7954128,0.0,27825.229312,0,0,592032.152327443
2012,NI,tender,Energieangebot nach Umwandlungsbilanz,4941.23651465938,0,26080.927458018,0,0,1053.52533,4952.79957472562,0,132,76775.0176,147529.421509792,6805.2,61722.2831710388,2554.97644452107,255.263439,7201.01389162,7098.126739,0,6574.33952572197,19595.7401944112,258724.080863863,,95.50997,0,0,2016,42839.6237396581,,,1866.89094520737,187808.065956,0.0,20599.578536,2840.73389153538,94.2227784883598,890156.578073261
2012,NI,usage,Endenergieverbrauch,4847.76669965938,0,26080.927458018,0,0,1053.52533,3563.91937472562,0,0,76775.0176,147529.421509792,6805.2,61720.0145144588,2554.97644452107,243.216689,7201.01389162,7098.12168285,0,6574.34064385997,19595.7401944112,258148.299243863,,95.50997,0,0,2016,42839.6237396581,,,1866.89094520737,187808.065956,0.0,21040.8316,2840.73389153538,94.2227784883598,888393.380157669
2013,NI,primary,Primärenergieverbrauch im Inland,180069.122587457,0,1883.440945,-1703.131778,14247.60168,1095.639209,4133.856076,209734.750784,-1364,30396.8492985929,76778.8575295695,-2459.80083664502,56025.0794857822,800.878305126279,2068.276666,-13726.41672352,3301.00709203787,0,0,0.0,359160.994667174,,1878.48312328767,1042.6390092,46504.1034,11336.935572,132854.902943286,,,2007.80357969133,-38750.2856759448,245597.8918793,0,9764.5206,4049.85106604735,1336729.85048444
2013,NI,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),99337.14384,0,0,0,14247.60168,0,0,0,0,0,0,0,286.17552,103.65729,3.363,3.525,0,0,0,0.0,12851.21829,,235.337,0,0,0,12742.89238,,,0,0,0.0,0,4386.008,0,144196.922
2013,NI,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),24839.87684,0,0,0,0,0,0,0,0,0,0,0,52.37284,708.90156,0,3.061,0,0,0,0.0,8377.14593,,7.008,0,0,0,4119.64069,,,0,0,0.0,0,1967.974,0,40075.98086
2013,NI,input,Heizwerke,335.57365,0,0,0,0,0,0,0,0,0,0,0,23.46086,9.69668,0,0,0,0,0,0.0,2928.25582,,0.01,0,0,0,975.80929,,,0,0,0.0,0,333.152,0,4605.9583
2013,NI,input,Umwandlungseinsatz insgesamt,175412.65533,0,23777.740805802,0,14247.60168,0,76.8074974040157,209734.750784,0,0,72.8042968989208,0,4640.41431796211,949.216340963277,8651.563,9003.119,0,905.967,4745.77001299289,9622.05878520112,49487.8987559809,,1598.52612328767,1042.6390092,46504.1034,9284.935572,103435.099168424,,,0,1374.9984,245597.8918793,1921.4028,6784.89733050057,2873.15856604735,931746.019855965
2013,NI,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,58031.808732,0.0,0,0,0,58031.808732
2013,NI,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,9531.467568,0.0,24195.21598,0,0,33726.683548
2013,NI,output,Heizwerke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,0,0.0,3930.766288,0,0,3930.766288
2013,NI,output,Umwandlungsausstoß insgesamt,0,0,45479,1703.131778,0,0,0,0,1496,45763.693,76554.72,9598.09844344087,15330.634,2057.391,7138.696,31941.6325565591,4184.089,9099.64473,11580.66155445,23777.740805802,0,,0,0,0,0,12565.8581781664,,,0,252126.3456,0.0,28125.982268,0,0,578523.318914418
2013,NI,tender,Energieangebot nach Umwandlungsbilanz,4656.46725745706,0,23584.700139198,0,0,1095.639209,4057.04857859598,0,132,76160.5422985929,153260.773232671,7138.29760679585,66704.7056140801,1737.753782683,555.409666,8005.23686429913,7208.80828103787,0,6815.67607747711,14056.7785257109,266353.690002954,,129.044740482829,0,0,2052,41985.6619530282,,,2007.80357969133,192206.4841332,0.0,22372.771868,2979.62326949943,70.87608,905327.792760454
2013,NI,usage,Endenergieverbrauch,4556.99489745706,0,23584.700139198,0,0,1095.639209,2755.97697859598,0,0,76160.5422985929,153260.773232671,7138.29760679585,66700.1531009501,1737.753782683,543.720196,8005.23686429913,7208.80138418787,0,6815.67607747711,14056.7785257109,265831.324762954,,129.044740482829,0,0,2052,41985.6619530282,,,2007.80357969133,192206.4841332,0.0,22934.2788,2979.62326949943,70.87608,903818.141612474
2014,NI,primary,Primärenergieverbrauch im Inland,182693.10221312,0,8862.05268,-1732.669902,26477.853936,807.2586,3703.68941499356,202984.44297749,-2288,34901.0179897528,79805.39274291,-3053.46615804802,43210.4513216665,-180.507815,-2011.001454,-12612.52291,3815.82129576084,0,0,0.0,365201.644321521,,1954.468,854.0712,50404.464,12314.8548,128783.739364698,,,2208.09874882558,-54935.721058393,235332.6559691,0,9788.88213,7610.02,1324900.0924084
2014,NI,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),105668.45154,0,0,0,26477.853936,0,0,0,0,0,0,0,724.87522,132.88127,35.702,38.33887,0,0,0,0.0,6480.50896,,314.125,0,0,0,13121.78322,,,0,0,0.0,0,4861.94256,0,157856.462576
2014,NI,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),19028.38262,0,0,0,0,0,0,0,0,0,0,0,39.89213,697.79316,0,2.646,0,0,0,0.0,7726.2379,,4.1,0,0,0,3965.74761,,,0,0,0.0,0,1749.21026,0,33214.00968
2014,NI,input,Heizwerke,256.43756,0,0,0,0,0,0,0,0,0,0,0,26.23466,2.00197,0,0,0,0,0,0.0,4122.2284,,0,0,0,0,632.61568,,,0,0,0.0,0,251.60368,0,5291.12195
2014,NI,input,Umwandlungseinsatz insgesamt,178732.195234,0,24963.336815337,0,26477.853936,0,0,202984.44297749,0,0,11.3075753543674,0,1401.15801184293,833.91424,4583.460176,9106.05697,0,1380.002,5433.59416,11774.16785,56006.9109150156,,1640.118,854.0712,50404.464,10118.8548,104101.859163695,,,0,1246.5468,235332.6559691,686.948,6862.7565,5522.72073,940459.396023835
2014,NI,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,62142.154956,0.0,0,0,0,62142.154956
2014,NI,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,7935.36732,0.0,18787.4203290017,0,0,26722.7876490017
2014,NI,output,Heizwerke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,0,0,0.0,5231.64625499833,0,0,5231.64625499833
2014,NI,output,Umwandlungsausstoß insgesamt,0,0,43862,1732.669902,0,0,0,0,2420,41713.236,76595.897,10380.2632597563,14730.768,2823.808285,6792.768,29994.9857402437,3311.28,8790.46428,11412.416549808,22623.134877,0,,0,0,0,0,12290.3352430285,,,0,261503.496284574,0.0,24019.066584,0,0,574996.590005411
2014,NI,tender,Energieangebot nach Umwandlungsbilanz,3960.90697912,0,27760.715864663,0,0,807.2586,3703.68941499356,0,132,76614.2539897528,156389.982167556,7326.79710170826,56520.8877420035,1785.44284,198.30637,7101.36282024371,6945.33335576084,0,5920.3671611,10664.39624775,268984.520269003,,117.71569,0,0,2196,36972.2154440323,,,2208.09874882558,184680.4968,0.0,19437.625228,2926.12563,1107.78082,884462.279284512
2014,NI,usage,Endenergieverbrauch,3960.90697912,0,27760.715864663,0,0,807.2586,2480.9156,0,0,76614.2539897528,156389.982167556,7326.79710170826,56518.6344483635,1785.44284,191.24625,7101.36282024371,6945.31587956084,0,5920.3671611,10664.39624775,268415.552059003,,117.71569,0,0,2196,36972.2154440323,,,2208.09874882558,184680.4968,0.0,20016.5116,2926.12563,1107.78082,883108.092741679
2012,NW,primary,Primärenergieverbrauch im Inland,766296,14.632866,7792.8,12033,925360.925,-15287.2,-39250,1311810,251812,-217.715,-14993.04,-42500.4,7279.57,48581.985,10053.923,-5588.126,127414.98,0,0,0.0,708831.195,5837.81,7392.928,2457,16508,12335,136335,,,4249,-116496,,0,,71220,4199283.267866
2012,NW,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),460978,0,0,,799619.52,197,2332,0,0,0,0,0,2483.618,1854.582,2615.911,629.648,0,0,4894.164,15100.0,58556.385,0.0,107.664,0,0,0,11961,,,0,0,,1,,14075,1375405.492
2012,NW,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),53168,0,0,,7043.085,413.7,2516,0,0,0,0,0,85.642,40.317,0,39.353,0,0,47.982,143.0,71885.436,0.0,287.104,0,0,0,10547,,,0,0,,1,,11603,157820.619
2012,NW,input,Heizwerke,8170,0,28.65,,665.63,0,298,0,0,0,0,0,770.778,362.853,0,1534.767,0,0,751.718,17.0,13188.375,0.0,143.552,0,0,0,4757,,,0,0,,111,,5197,35996.323
2012,NW,input,Umwandlungseinsatz insgesamt,679454,0,101019.9,11125,917167.21,3073.2,6721,1311810,186032,0,0,0,3554.143,9555.129,16640.976,16095.377,3079.655,1102.374,12747.218,41161.0,164661.258,4878.17,6567.504,2457,16508,9887,95187,,,0,964.8,,623,,37012,3659083.914
2012,NW,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,521553.6,,0,,0,521553.6
2012,NW,output,Heizkraftwerke der allgemeinen Versorgung (nur KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,36212.4,,82065,,0,118277.4
2012,NW,output,Heizwerke,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,0,,41467,,0,41467
2012,NW,output,Umwandlungsausstoß insgesamt,0,0,128466.6,20083,0,23364.2,75421,0,194964,152356.957,293760.48,97969.2,191966.543,84625.383,14466.303,66388.511,35163.225,53125.947,39713.102,103257.0,70.338,0.0,0,0,0,0,15321,,,0,642366,,123668,,0,2356516.789
2012,NW,tender,Energieangebot nach Umwandlungsbilanz,86815,14.632866,32976.15,20991,1204.59999999997,4944.7,29306,0,260744,152139.242,278767.2252,55468.8,163961.609,108089.877,5137.271,44311.478,159268.725,40151.853,15722.102,35624.0,529363.788,0.0,0,0,0,2448,55566,,,4249,439225.2,,108131,,34050,2668671.253066
2012,NW,usage,Endenergieverbrauch,86815.29,14.632866,32981.5935,0,1322.265,8155.8,28167,0,0,152139.242,278760.43752,55468.8,136556.169,13546.512,3309.285,15819.906,21097.935,32689.629,14346.618,35624.0,514030.104,0.0,0,0,0,2448,55566,,,4249,439225.2,,108722,,34050,2075105.418886
2013,NW,primary,Primärenergieverbrauch im Inland,796355,10.801944,-35583.3,12033,892390.011,-15523.6,-43711,1312054.27,273944,9056.944,-21394.08,-27178,21497.146,44213.736,4937.336,-24017.216,131224.066,0,0,0.0,751206.064,12571.284,7141.712,1682,17745,13682,133814,,,4727,-133236,,0,,54804,4194446.174944
2013,NW,input,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),469227,0,0,,755662,295.5,2613,0,0,0,0,0,428.23,40.341,377.376,592.53,0,0,4638.26,14716.0,39509.386,0.0,71.776,0,0,0,11695,,,0,0,,425,,12572,1312863.399
2013,NW,input,Heizkraftwerke der allgemeinen Versorgung (nur KWK),49617,0,0,,9354,374.3,3038,0,0,0,0,0,85.646,1734.663,0,39.502,0,0,47.982,203.0,55869.016,0.0,251.216,0,0,0,10985,,,0,0,,9,,11802,143410.325
2013,NW,input,Heizwerke,8638,0,0,,426,0,61,0,0,0,0,0,599.522,322.728,0,1145.558,0,0,831.688,179.0,22797.936,0.0,143.552,0,0,0,5006,,,0,0,,1525,,4849,46524.984
2013,NW,input,Umwandlungseinsatz insgesamt,712571,0,104056.8,11125,880802,2974.7,7362,1312054.27,186208,0,0,0,3811.247,9157.407,13837.12,14813.25,2804.719,904.617,14666.498,43019.0,154273.07,11723.602,6172.736,1682,17745,11234,89159,,,0,918,,2421,,36649,3652145.036
2013,NW,output,Wärmekraftwerke der allgemeinen Versorgung (ohne KWK),,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0,0,0,0,0,,,0,507574.8,,0,,0,507574.8
