gid,geom
1137081,"MULTIPOLYGON (((12.72347176494065 49.15514922839522, 12.73669105144202 49.37498004048974, 13.07264740843881 49.36584782388579, 13.05780951445415 49.14606108008817, 12.72347176494065 49.15514922839522)))"
1137082,"MULTIPOLYGON (((12.73669105144202 49.37498004048973, 12.7500291154389 49.59480933181241, 13.08761855323402 49.58563265161148, 13.07264740843881 49.36584782388579, 12.73669105144202 49.37498004048973)))"
1137086,"MULTIPOLYGON (((12.79077624431917 50.25428782148656, 12.80460991317359 50.4741107672015, 13.14888135091831 50.46475214414899, 13.1333542227698 50.24497531133241, 12.79077624431917 50.25428782148656)))"
1137087,"MULTIPOLYGON (((12.80460991317359 50.4741107672015, 12.81857283428907 50.69393205797086, 13.16455347464847 50.68452689191558, 13.14888135091831 50.46475214414899, 12.80460991317359 50.4741107672015)))"
1137088,"MULTIPOLYGON (((12.81857283428907 50.69393205797086, 12.83266724350172 50.91375166515422, 13.18037310076684 50.90429951856378, 13.16455347464847 50.68452689191558, 12.81857283428907 50.69393205797086)))"
1137089,"MULTIPOLYGON (((12.83266724350172 50.91375166515422, 12.84689542672137 51.13356955946932, 13.19634279218192 51.12406998721737, 13.18037310076684 50.90429951856378, 12.83266724350172 50.91375166515422)))"
1137090,"MULTIPOLYGON (((12.84689542672137 51.13356955946932, 12.8612597213564 51.35338571097383, 13.21246516949954 51.34383826016931, 13.19634279218192 51.12406998721737, 12.84689542672137 51.13356955946932)))"
1137091,"MULTIPOLYGON (((12.8612597213564 51.35338571097383, 12.87576251778746 51.57320008904646, 13.22874291267258 51.56360429885798, 13.21246516949954 51.34383826016931, 12.8612597213564 51.35338571097383)))"
1137092,"MULTIPOLYGON (((12.87576251778746 51.57320008904646, 12.89040626089221 51.7930126623673, 13.24517876270753 51.78336806384258, 13.22874291267258 51.56360429885798, 12.87576251778746 51.57320008904646)))"
1137093,"MULTIPOLYGON (((12.89040626089221 51.7930126623673, 12.90519345162224 52.01282339889774, 13.26177552343008 52.0031295147777, 13.24517876270753 51.78336806384258, 12.89040626089221 51.7930126623673)))"
1137094,"MULTIPOLYGON (((12.90519345162224 52.01282339889774, 12.92012664863575 52.23263226585937, 13.27853606331178 52.22288861038695, 13.26177552343008 52.0031295147777, 12.90519345162224 52.01282339889774)))"
1137095,"MULTIPOLYGON (((12.92012664863575 52.23263226585937, 12.93520846998667 52.45243922971243, 13.29546331736164 52.44264530843569, 13.27853606331178 52.22288861038695, 12.92012664863575 52.23263226585937)))"
1137096,"MULTIPOLYGON (((12.93520846998667 52.45243922971245, 12.95044159487376 52.67224425613334, 13.31256028908314 52.6623995657029, 13.29546331736164 52.4426453084357, 12.93520846998667 52.45243922971245)))"
1137097,"MULTIPOLYGON (((12.95044159487376 52.67224425613334, 12.96582876545148 52.89204730999145, 13.3298300525012 52.8821513379519, 13.31256028908314 52.6623995657029, 12.95044159487376 52.67224425613334)))"
1137098,"MULTIPOLYGON (((12.96582876545148 52.89204730999145, 12.98137278870588 53.11184835532493, 13.34727575426137 53.1019005799, 13.3298300525012 52.8821513379519, 12.96582876545148 52.89204730999145)))"
1137099,"MULTIPOLYGON (((12.98137278870588 53.11184835532494, 12.99707653839689 53.33164735531598, 13.36490061580403 53.3216472451874, 13.34727575426137 53.1019005799, 12.98137278870588 53.11184835532494)))"
1137100,"MULTIPOLYGON (((12.99707653839689 53.33164735531597, 13.0129429570718 53.55144427226487, 13.38270793561694 53.5413912863444, 13.36490061580403 53.32164724518739, 12.99707653839689 53.33164735531597)))"
1137101,"MULTIPOLYGON (((13.0129429570718 53.55144427226487, 13.02897505815108 53.77123906756323, 13.40070109156989 53.76113265475802, 13.38270793561694 53.5413912863444, 13.0129429570718 53.55144427226487)))"
1137102,"MULTIPOLYGON (((13.02897505815108 53.77123906756323, 13.04517592809062 53.99103170166633, 13.41888354333408 53.98087130063693, 13.40070109156989 53.76113265475802, 13.02897505815108 53.77123906756323)))"
1137103,"MULTIPOLYGON (((13.04517592809062 53.99103170166633, 13.06154872862355 54.21082213406422, 13.43725883489034 54.20060717297537, 13.41888354333408 53.98087130063693, 13.04517592809062 53.99103170166633)))"
1137104,"MULTIPOLYGON (((13.06154872862355 54.21082213406422, 13.07809669908488 54.43061032325209, 13.45583059713059 54.42034021951565, 13.43725883489034 54.20060717297537, 13.06154872862355 54.21082213406422)))"
1137105,"MULTIPOLYGON (((13.07809669908488 54.43061032325209, 13.09482315882248 54.65039622669905, 13.47460255055534 54.64007038670914, 13.45583059713059 54.42034021951565, 13.07809669908488 54.43061032325209)))"
1137106,"MULTIPOLYGON (((13.09482315882248 54.65039622669905, 13.11173150969865 54.87017980081627, 13.49357850807215 54.85979761967607, 13.47460255055534 54.64007038670914, 13.09482315882248 54.65039622669905)))"
1137107,"MULTIPOLYGON (((13.11173150969865 54.87017980081627, 13.12882523868578 55.08996100092357, 13.5127623778997 55.07952186216345, 13.49357850807215 54.85979761967607, 13.11173150969865 54.87017980081627)))"
1138073,"MULTIPOLYGON (((12.94364870624723 47.38770181514823, 12.95749608660647 47.60750280145275, 13.28076771993144 47.59769696410637, 13.26541115608724 47.37794183824305, 12.94364870624723 47.38770181514823)))"
1138074,"MULTIPOLYGON (((12.95749608660647 47.60750280145275, 12.97146034091958 47.82730210728514, 13.29625382347198 47.81745002318284, 13.28076771993144 47.59769696410637, 12.95749608660647 47.60750280145275)))"
1138075,"MULTIPOLYGON (((12.97146034091958 47.82730210728513, 12.98554337045108 48.04709970529494, 13.31187157291873 48.03720098184826, 13.29625382347198 47.81745002318283, 12.97146034091958 47.82730210728513)))"
1138076,"MULTIPOLYGON (((12.98554337045108 48.04709970529493, 12.99974711595441 48.26689556756319, 13.32762311819624 48.25694980578001, 13.31187157291873 48.03720098184826, 12.98554337045108 48.04709970529493)))"
1138077,"MULTIPOLYGON (((12.99974711595441 48.26689556756319, 13.01407355871901 48.48668966558741, 13.34351065410218 48.47669645993848, 13.32762311819624 48.25694980578001, 12.99974711595441 48.26689556756319)))"
1138078,"MULTIPOLYGON (((13.01407355871901 48.48668966558741, 13.02852472165114 48.7064819702661, 13.35953642150231 48.69644090854802, 13.34351065410218 48.47669645993848, 13.01407355871901 48.48668966558741)))"
1138079,"MULTIPOLYGON (((13.02852472165114 48.7064819702661, 13.04310267038917 48.9262724518825, 13.37570270856452 48.91618311507714, 13.35953642150231 48.69644090854802, 13.02852472165114 48.7064819702661)))"
1138080,"MULTIPOLYGON (((13.04310267038917 48.9262724518825, 13.05780951445415 49.14606108008817, 13.39201185203132 49.13592304221815, 13.37570270856452 48.91618311507714, 13.04310267038917 48.9262724518825)))"
1138081,"MULTIPOLYGON (((13.05780951445415 49.14606108008817, 13.07264740843881 49.36584782388579, 13.40846623853463 49.35566065186622, 13.39201185203132 49.13592304221815, 13.05780951445415 49.14606108008817)))"
1138087,"MULTIPOLYGON (((13.14888135091831 50.46475214414899, 13.16455347464847 50.68452689191558, 13.51038295021813 50.67403540246159, 13.49300401572103 50.45431254544293, 13.14888135091831 50.46475214414899)))"
1138088,"MULTIPOLYGON (((13.16455347464847 50.68452689191558, 13.18037310076684 50.90429951856378, 13.52792535086587 50.89375565101551, 13.51038295021813 50.67403540246159, 13.16455347464847 50.68452689191558)))"
1138089,"MULTIPOLYGON (((13.18037310076684 50.90429951856378, 13.19634279218192 51.12406998721737, 13.54563405620948 51.11347324577768, 13.52792535086587 50.89375565101551, 13.18037310076684 50.90429951856378)))"
1138090,"MULTIPOLYGON (((13.19634279218192 51.12406998721737, 13.21246516949954 51.34383826016931, 13.5635119686453 51.33318814040044, 13.54563405620948 51.11347324577768, 13.19634279218192 51.12406998721737)))"
1138091,"MULTIPOLYGON (((13.21246516949954 51.34383826016931, 13.22874291267258 51.56360429885798, 13.58156205624472 51.55290028748646, 13.5635119686453 51.33318814040044, 13.21246516949954 51.34383826016931)))"
1138092,"MULTIPOLYGON (((13.22874291267258 51.56360429885798, 13.24517876270753 51.78336806384258, 13.59978735464071 51.77260963855841, 13.58156205624472 51.55290028748646, 13.22874291267258 51.56360429885798)))"
1138093,"MULTIPOLYGON (((13.24517876270753 51.78336806384258, 13.26177552343008 52.0031295147777, 13.61819096898023 51.99231614402785, 13.59978735464071 51.77260963855841, 13.24517876270753 51.78336806384258)))"
1138094,"MULTIPOLYGON (((13.26177552343008 52.0031295147777, 13.27853606331178 52.22288861038695, 13.63677607594328 52.21201975316279, 13.61819096898023 51.99231614402785, 13.26177552343008 52.0031295147777)))"
1138095,"MULTIPOLYGON (((13.27853606331178 52.22288861038695, 13.29546331736164 52.44264530843569, 13.65554592583404 52.43172041405433, 13.63677607594328 52.21201975316279, 13.27853606331178 52.22288861038695)))"
1138096,"MULTIPOLYGON (((13.29546331736164 52.4426453084357, 13.31256028908314 52.6623995657029, 13.67450384474409 52.65141807358197, 13.65554592583404 52.43172041405433, 13.29546331736164 52.4426453084357)))"
1138097,"MULTIPOLYGON (((13.31256028908314 52.6623995657029, 13.3298300525012 52.8821513379519, 13.69365323679327 52.8711126773778, 13.67450384474409 52.65141807358197, 13.31256028908314 52.6623995657029)))"
1138098,"MULTIPOLYGON (((13.3298300525012 52.8821513379519, 13.34727575426137 53.1019005799, 13.71299758644966 53.09080416978924, 13.69365323679327 52.8711126773778, 13.3298300525012 52.8821513379519)))"
1138099,"MULTIPOLYGON (((13.34727575426137 53.1019005799, 13.36490061580403 53.3216472451874, 13.73254046093285 53.31049249384079, 13.71299758644966 53.09080416978924, 13.34727575426137 53.1019005799)))"
1138100,"MULTIPOLYGON (((13.36490061580403 53.32164724518739, 13.38270793561694 53.5413912863444, 13.75228551270366 53.53017759119393, 13.73254046093285 53.31049249384079, 13.36490061580403 53.32164724518739)))"
1138101,"MULTIPOLYGON (((13.38270793561694 53.5413912863444, 13.40070109156989 53.76113265475802, 13.77223648204401 53.74985940210605, 13.75228551270366 53.53017759119393, 13.38270793561694 53.5413912863444)))"
1138102,"MULTIPOLYGON (((13.40070109156989 53.76113265475802, 13.41888354333408 53.98087130063693, 13.79239719973091 53.96953786538737, 13.77223648204401 53.74985940210605, 13.40070109156989 53.76113265475802)))"
1138103,"MULTIPOLYGON (((13.41888354333408 53.98087130063693, 13.43725883489034 54.20060717297537, 13.81277158980854 54.18921291835689, 13.79239719973091 53.96953786538737, 13.41888354333408 53.98087130063693)))"
1138104,"MULTIPOLYGON (((13.43725883489034 54.20060717297537, 13.45583059713059 54.42034021951565, 13.8333636724626 54.40888449679609, 13.81277158980854 54.18921291835689, 13.43725883489034 54.20060717297537)))"
1138105,"MULTIPOLYGON (((13.45583059713059 54.42034021951565, 13.47460255055534 54.64007038670914, 13.85417756700107 54.6285525349013, 13.8333636724626 54.40888449679609, 13.45583059713059 54.42034021951565)))"
1138106,"MULTIPOLYGON (((13.47460255055534 54.64007038670914, 13.49357850807215 54.85979761967607, 13.87521749494658 54.84821696523421, 13.85417756700107 54.6285525349013, 13.47460255055534 54.64007038670914)))"
1138107,"MULTIPOLYGON (((13.49357850807215 54.85979761967607, 13.5127623778997 55.07952186216345, 13.89648778324518 55.06787771867043, 13.87521749494658 54.84821696523421, 13.49357850807215 54.85979761967607)))"
1139077,"MULTIPOLYGON (((13.32762311819629 48.25694980578001, 13.34351065410218 48.47669645993848, 13.67280442084838 48.46566905779628, 13.65535795474001 48.24597472926502, 13.32762311819629 48.25694980578001)))"
1139078,"MULTIPOLYGON (((13.34351065410218 48.47669645993848, 13.35953642150237 48.69644090854802, 13.69040258656532 48.68536072660367, 13.67280442084838 48.46566905779628, 13.34351065410218 48.47669645993848)))"
1139079,"MULTIPOLYGON (((13.35953642150237 48.69644090854802, 13.37570270856457 48.91618311507714, 13.70815496148891 48.90504969165383, 13.69040258656532 48.68536072660367, 13.35953642150237 48.69644090854802)))"
1139080,"MULTIPOLYGON (((13.37570270856457 48.91618311507714, 13.39201185203142 49.13592304221815, 13.72606410844976 49.12473590797842, 13.70815496148891 48.90504969165383, 13.37570270856457 48.91618311507714)))"
1139087,"MULTIPOLYGON (((13.49300401572108 50.45431254544293, 13.51038295021818 50.67403540246159, 13.85604489781019 50.6624584721685, 13.83696180145947 50.44279284010207, 13.49300401572108 50.45431254544293)))"
1139088,"MULTIPOLYGON (((13.51038295021818 50.67403540246159, 13.52792535086587 50.89375565101551, 13.8753073681655 50.88212095888616, 13.85604489781019 50.6624584721685, 13.51038295021818 50.67403540246159)))"
1139089,"MULTIPOLYGON (((13.52792535086587 50.89375565101551, 13.54563405620954 51.11347324577768, 13.89475232520207 51.10178024562761, 13.8753073681655 50.88212095888616, 13.52792535086587 50.89375565101551)))"
1139090,"MULTIPOLYGON (((13.54563405620954 51.11347324577768, 13.56351196864535 51.33318814040044, 13.91438295155162 51.32143627653631, 13.89475232520207 51.10178024562761, 13.54563405620954 51.11347324577768)))"
1139091,"MULTIPOLYGON (((13.56351196864535 51.33318814040044, 13.58156205624472 51.55290028748646, 13.93420250179716 51.54108899449147, 13.91438295155162 51.32143627653631, 13.56351196864535 51.33318814040044)))"
1139092,"MULTIPOLYGON (((13.58156205624472 51.55290028748646, 13.59978735464082 51.77260963855841, 13.95421430453834 51.76073834107172, 13.93420250179716 51.54108899449147, 13.58156205624472 51.55290028748646)))"
1139093,"MULTIPOLYGON (((13.59978735464082 51.77260963855841, 13.61819096898023 51.99231614402785, 13.97442176452708 51.98038425651763, 13.95421430453834 51.76073834107172, 13.59978735464082 51.77260963855841)))"
1139094,"MULTIPOLYGON (((13.61819096898023 51.99231614402785, 13.63677607594338 52.21201975316279, 13.99482836487823 52.20002667969264, 13.97442176452708 51.98038425651763, 13.61819096898023 51.99231614402785)))"
1139095,"MULTIPOLYGON (((13.63677607594338 52.21201975316279, 13.65554592583404 52.43172041405433, 14.01543766935679 52.41966554804294, 13.99482836487823 52.20002667969264, 13.63677607594338 52.21201975316279)))"
1139096,"MULTIPOLYGON (((13.65554592583404 52.43172041405433, 13.67450384474409 52.65141807358197, 14.036253324746 52.63930079755575, 14.01543766935679 52.41966554804294, 13.65554592583404 52.43172041405433)))"
1139097,"MULTIPOLYGON (((13.67450384474409 52.65141807358197, 13.69365323679332 52.8711126773778, 14.05727906329859 52.85893236271621, 14.036253324746 52.63930079755575, 13.67450384474409 52.65141807358197)))"
1139098,"MULTIPOLYGON (((13.69365323679332 52.8711126773778, 13.71299758644976 53.09080416978924, 14.07851870527538 53.07856017646259, 14.05727906329859 52.85893236271621, 13.69365323679332 52.8711126773778)))"
1139099,"MULTIPOLYGON (((13.71299758644976 53.09080416978924, 13.73254046093296 53.31049249384079, 14.09997616157494 53.29818417014021, 14.07851870527538 53.0785601764626, 13.71299758644976 53.09080416978924)))"
1139100,"MULTIPOLYGON (((13.73254046093296 53.31049249384079, 13.75228551270371 53.53017759119393, 14.1216554364572 53.51780427345326, 14.09997616157494 53.2981841701402, 13.73254046093296 53.31049249384079)))"
1139101,"MULTIPOLYGON (((13.75228551270371 53.53017759119393, 13.77223648204401 53.74985940210605, 14.14356063036582 53.73742041441529, 14.1216554364572 53.51780427345326, 13.75228551270371 53.53017759119393)))"
1139102,"MULTIPOLYGON (((13.77223648204401 53.74985940210605, 13.79239719973091 53.96953786538737, 14.16569594285372 53.95703251929765, 14.14356063036582 53.73742041441529, 13.77223648204401 53.74985940210605)))"
1139103,"MULTIPOLYGON (((13.79239719973091 53.96953786538737, 13.81277158980864 54.18921291835689, 14.18806567561507 54.17664051257609, 14.16569594285372 53.95703251929765, 13.79239719973091 53.96953786538737)))"
1139104,"MULTIPOLYGON (((13.81277158980864 54.18921291835689, 13.8333636724627 54.40888449679609, 14.21067423562957 54.39624431687543, 14.18806567561507 54.17664051257609, 13.81277158980864 54.18921291835689)))"
1139105,"MULTIPOLYGON (((13.8333636724627 54.40888449679609, 13.85417756700112 54.6285525349013, 14.2335261384227 54.6158438529121, 14.21067423562957 54.39624431687543, 13.8333636724627 54.40888449679609)))"
1139106,"MULTIPOLYGON (((13.85417756700112 54.6285525349013, 13.87521749494669 54.84821696523421, 14.25662601144808 54.83543903943468, 14.2335261384227 54.6158438529121, 13.85417756700112 54.6285525349013)))"
1139107,"MULTIPOLYGON (((13.87521749494669 54.84821696523421, 13.89648778324523 55.06787771867043, 14.27997859759656 55.05502979316191, 14.25662601144808 54.83543903943468, 13.87521749494669 54.84821696523421)))"
1140078,"MULTIPOLYGON (((13.67280442084838 48.46566905779628, 13.69040258656532 48.68536072660367, 14.02110903406995 48.67324227306909, 14.00194088948706 48.45360829529783, 13.67280442084838 48.46566905779628)))"
1140079,"MULTIPOLYGON (((13.69040258656532 48.68536072660367, 13.70815496148891 48.90504969165383, 14.04044502885284 48.89287304298961, 14.02110903406995 48.67324227306909, 13.69040258656532 48.68536072660367)))"
1140088,"MULTIPOLYGON (((13.85604489781019 50.6624584721685, 13.8753073681655 50.88212095888616, 14.22250258489104 50.86939643017287, 14.20152301059027 50.64979707381861, 13.85604489781019 50.6624584721685)))"
1140089,"MULTIPOLYGON (((13.8753073681655 50.88212095888616, 13.89475232520207 51.10178024562761, 14.24368076496924 51.08899199029098, 14.22250258489104 50.86939643017287, 13.8753073681655 50.88212095888616)))"
1140090,"MULTIPOLYGON (((13.89475232520207 51.10178024562761, 13.91438295155162 51.32143627653631, 14.26506101199057 51.30858368794743, 14.24368076496924 51.08899199029098, 13.89475232520207 51.10178024562761)))"
1140091,"MULTIPOLYGON (((13.91438295155162 51.32143627653631, 13.93420250179716 51.54108899449147, 14.28664686529241 51.52817145541888, 14.26506101199057 51.30858368794743, 13.91438295155162 51.32143627653631)))"
1140092,"MULTIPOLYGON (((13.93420250179716 51.54108899449147, 13.95421430453834 51.76073834107172, 14.3084419446244 51.74775522344117, 14.28664686529241 51.52817145541888, 13.93420250179716 51.54108899449147)))"
1140093,"MULTIPOLYGON (((13.95421430453834 51.76073834107172, 13.97442176452708 51.98038425651763, 14.33044995246664 51.96733492116503, 14.3084419446244 51.74775522344117, 13.95421430453834 51.76073834107172)))"
1140094,"MULTIPOLYGON (((13.97442176452708 51.98038425651763, 13.99482836487823 52.20002667969264, 14.35267467642815 52.18691047610976, 14.33044995246664 51.96733492116503, 13.97442176452708 51.98038425651763)))"
1140095,"MULTIPOLYGON (((13.99482836487823 52.20002667969264, 14.01543766935679 52.41966554804294, 14.37511999172893 52.40648181411577, 14.35267467642815 52.18691047610976, 13.99482836487823 52.20002667969264)))"
1140096,"MULTIPOLYGON (((14.01543766935679 52.41966554804294, 14.036253324746 52.63930079755575, 14.39778986376908 52.62604885929525, 14.37511999172893 52.40648181411579, 14.01543766935679 52.41966554804294)))"
1140097,"MULTIPOLYGON (((14.036253324746 52.63930079755575, 14.05727906329859 52.85893236271621, 14.42068835078845 52.84561153398104, 14.39778986376908 52.62604885929525, 14.036253324746 52.63930079755575)))"
1140098,"MULTIPOLYGON (((14.05727906329859 52.85893236271621, 14.07851870527538 53.07856017646259, 14.44381960662107 53.06516975867376, 14.42068835078845 52.84561153398104, 14.05727906329859 52.85893236271621)))"
1140099,"MULTIPOLYGON (((14.07851870527538 53.0785601764626, 14.09997616157494 53.29818417014021, 14.46718788354728 53.28472345198719, 14.44381960662107 53.06516975867378, 14.07851870527538 53.0785601764626)))"
1140100,"MULTIPOLYGON (((14.09997616157494 53.2981841701402, 14.1216554364572 53.51780427345326, 14.49079753524894 53.50427253059127, 14.46718788354728 53.28472345198718, 14.09997616157494 53.2981841701402)))"
1140101,"MULTIPOLYGON (((14.1216554364572 53.51780427345326, 14.14356063036582 53.73742041441529, 14.51465301987082 53.72381690915352, 14.49079753524894 53.50427253059127, 14.1216554364572 53.51780427345326)))"
1140102,"MULTIPOLYGON (((14.14356063036582 53.73742041441529, 14.16569594285372 53.95703251929765, 14.53875890319384 53.94335650027804, 14.51465301987082 53.72381690915352, 14.14356063036582 53.73742041441529)))"
1140103,"MULTIPOLYGON (((14.16569594285372 53.95703251929765, 14.18806567561507 54.17664051257609, 14.56311986192365 54.16289121444238, 14.53875890319384 53.94335650027804, 14.16569594285372 53.95703251929765)))"
1140104,"MULTIPOLYGON (((14.18806567561507 54.17664051257609, 14.21067423562957 54.39624431687543, 14.58774068710086 54.38242095993191, 14.56311986192365 54.16289121444238, 14.18806567561507 54.17664051257609)))"
1140105,"MULTIPOLYGON (((14.21067423562957 54.39624431687543, 14.2335261384227 54.6158438529121, 14.61262628763692 54.60194564277202, 14.58774068710086 54.38242095993191, 14.21067423562957 54.39624431687543)))"
1140106,"MULTIPOLYGON (((14.2335261384227 54.6158438529121, 14.25662601144808 54.83543903943468, 14.63778169398211 54.82146516665768, 14.61262628763692 54.60194564277202, 14.2335261384227 54.6158438529121)))"
1141088,"MULTIPOLYGON (((14.20152301059027 50.64979707381861, 14.22250258489104 50.86939643017287, 14.56949449664494 50.85558314408233, 14.54680104345489 50.63605227001653, 14.20152301059027 50.64979707381861)))"
1141089,"MULTIPOLYGON (((14.22250258489104 50.86939643017287, 14.24368076496924 51.08899199029098, 14.59240260639672 51.07510957591634, 14.56949449664494 50.85558314408233, 14.22250258489104 50.86939643017287)))"
1141090,"MULTIPOLYGON (((14.24368076496924 51.08899199029098, 14.26506101199057 51.30858368794743, 14.61552911056446 51.29463148807294, 14.59240260639672 51.07510957591634, 14.24368076496924 51.08899199029098)))"
1141091,"MULTIPOLYGON (((14.26506101199057 51.30858368794743, 14.28664686529241 51.52817145541888, 14.63887783133277 51.51414880135641, 14.61552911056446 51.29463148807294, 14.26506101199057 51.30858368794743)))"
1141092,"MULTIPOLYGON (((14.28664686529241 51.52817145541888, 14.3084419446244 51.74775522344117, 14.66245267763154 51.73366143477074, 14.63887783133277 51.51414880135641, 14.28664686529241 51.52817145541888)))"
1141093,"MULTIPOLYGON (((14.3084419446244 51.74775522344117, 14.33044995246664 51.96733492116503, 14.68625764763302 51.95316930546781, 14.66245267763154 51.73366143477074, 14.3084419446244 51.74775522344117)))"
1141094,"MULTIPOLYGON (((14.33044995246664 51.96733492116503, 14.35267467642815 52.18691047610976, 14.71029683133588 52.17267232869347, 14.68625764763302 51.95316930546781, 14.33044995246664 51.96733492116503)))"
1141095,"MULTIPOLYGON (((14.35267467642815 52.18691047610976, 14.37511999172893 52.40648181411577, 14.73457441323932 52.39217041773212, 14.71029683133588 52.17267232869347, 14.35267467642815 52.18691047610976)))"
1141096,"MULTIPOLYGON (((14.37511999172893 52.40648181411579, 14.39778986376908 52.62604885929525, 14.75909467511034 52.61166348384901, 14.73457441323932 52.39217041773214, 14.37511999172893 52.40648181411579)))"
1141097,"MULTIPOLYGON (((14.39778986376908 52.62604885929525, 14.42068835078845 52.84561153398104, 14.78386199884928 52.83115143623073, 14.75909467511034 52.61166348384901, 14.39778986376908 52.62604885929525)))"
1141104,"MULTIPOLYGON (((14.56311986192365 54.16289121444238, 14.58774068710086 54.38242095993191, 14.96454152578607 54.36741582390539, 14.93791301400738 54.14796639859038, 14.56311986192365 54.16289121444238)))"
1141105,"MULTIPOLYGON (((14.58774068710086 54.38242095993191, 14.61262628763692 54.60194564277202, 14.99145613877898 54.58685932625252, 14.96454152578607 54.36741582390539, 14.58774068710086 54.38242095993191)))"
1142088,"MULTIPOLYGON (((14.54680104345489 50.63605227001653, 14.56949449664494 50.85558314408233, 14.91626666787281 50.84068227058303, 14.8918628183573 50.62122521275297, 14.54680104345489 50.63605227001653)))"
1142089,"MULTIPOLYGON (((14.56949449664494 50.85558314408233, 14.59240260639672 51.07510957591634, 14.94090115105668 51.06013419081728, 14.91626666787281 50.84068227058303, 14.56949449664494 50.85558314408233)))"
1142090,"MULTIPOLYGON (((14.59240260639672 51.07510957591634, 14.61552911056446 51.29463148807294, 14.96577028046358 51.2795808839486, 14.94090115105668 51.06013419081728, 14.59240260639672 51.07510957591634)))"
1142091,"MULTIPOLYGON (((14.61552911056446 51.29463148807294, 14.63887783133277 51.51414880135641, 14.99087815907234 51.49902225844914, 14.96577028046358 51.2795808839486, 14.61552911056446 51.29463148807294)))"
1142092,"MULTIPOLYGON (((14.63887783133277 51.51414880135641, 14.66245267763154 51.73366143477074, 15.01622898287117 51.71845822071218, 14.99087815907234 51.49902225844914, 14.63887783133277 51.51414880135641)))"
1142093,"MULTIPOLYGON (((14.66245267763154 51.73366143477074, 14.68625764763302 51.95316930546781, 15.04182704353194 51.93788867499254, 15.01622898287117 51.71845822071218, 14.66245267763154 51.73366143477074)))"
1142094,"MULTIPOLYGON (((14.68625764763302 51.95316930546781, 14.71029683133588 52.17267232869347, 15.06767673117708 52.15731352334441, 15.04182704353194 51.93788867499254, 14.68625764763302 51.95316930546781)))"
1143089,"MULTIPOLYGON (((14.91626666787281 50.84068227058303, 14.94090115105668 51.06013419081728, 15.28915977675795 51.0440671149754, 15.26280273727212 50.82469506992094, 14.91626666787281 50.84068227058303)))"
1143090,"MULTIPOLYGON (((14.94090115105668 51.06013419081728, 14.96577028046358 51.2795808839486, 15.31576763316383 51.26343317569664, 15.28915977675795 51.0440671149754, 14.94090115105668 51.06013419081728)))"
1143091,"MULTIPOLYGON (((14.96577028046358 51.2795808839486, 14.99087815907234 51.49902225844914, 15.34263068806463 51.48279314737551, 15.31576763316383 51.26343317569664, 14.96577028046358 51.2795808839486)))"
