gid,geom
1125085,"MULTIPOLYGON (((8.680757206248888 50.06198393149516, 8.674240146319748 50.28194433053784, 9.017326311812688 50.28557447260746, 9.022157415362674 50.06559623023316, 8.680757206248888 50.06198393149516)))"
1125086,"MULTIPOLYGON (((8.674240146319748 50.28194433053784, 8.667662573568801 50.50190436184054, 9.012450340559759 50.50555251290301, 9.017326311812688 50.28557447260746, 8.674240146319748 50.28194433053784)))"
1125087,"MULTIPOLYGON (((8.667662573568801 50.50190436184054, 8.661023444741724 50.72186401906274, 9.007528727912915 50.72553034763498, 9.012450340559759 50.50555251290301, 8.667662573568801 50.50190436184054)))"
1125088,"MULTIPOLYGON (((8.661023444741724 50.72186401906274, 8.654321693307718 50.94182329572237, 9.002560682914185 50.9455079732408, 9.007528727912915 50.72553034763498, 8.661023444741724 50.72186401906274)))"
1125089,"MULTIPOLYGON (((8.654321693307718 50.94182329572237, 8.647556228799235 51.16178218519192, 8.997545396848817 51.16548538607793, 9.002560682914185 50.9455079732408, 8.654321693307718 50.94182329572237)))"
1125090,"MULTIPOLYGON (((8.647556228799235 51.16178218519192, 8.640725936129071 51.38174068069419, 8.99248204273837 51.3854625824215, 8.997545396848817 51.16548538607793, 8.647556228799235 51.16178218519192)))"
1125091,"MULTIPOLYGON (((8.640725936129071 51.38174068069419, 8.633829674884179 51.60169877529808, 8.987369774816768 51.60543955846207, 8.99248204273837 51.3854625824215, 8.640725936129071 51.38174068069419)))"
1125092,"MULTIPOLYGON (((8.633829674884179 51.60169877529808, 8.626866278594783 51.82165646191402, 8.982207727987866 51.82541631030305, 8.987369774816768 51.60543955846207, 8.633829674884179 51.60169877529808)))"
1125093,"MULTIPOLYGON (((8.626866278594783 51.82165646191402, 8.619834553978519 52.04161373328955, 8.976995017264617 52.04539283395842, 8.982207727987866 51.82541631030305, 8.626866278594783 51.82165646191402)))"
1125094,"MULTIPOLYGON (((8.619834553978519 52.04161373328955, 8.612733280157819 52.26157058200442, 8.971730737188139 52.26536912534973, 8.976995017264617 52.04539283395842, 8.619834553978519 52.04161373328955)))"
1125095,"MULTIPOLYGON (((8.612733280157819 52.26157058200442, 8.605561207849938 52.48152700046573, 8.966413961226824 52.48534518030375, 8.971730737188139 52.26536912534973, 8.612733280157819 52.26157058200442)))"
1125096,"MULTIPOLYGON (((8.605561207849938 52.48152700046574, 8.598317058528407 52.70148298090278, 8.961043741153787 52.70532099454946, 8.966413961226824 52.48534518030376, 8.605561207849938 52.48152700046574)))"
1125097,"MULTIPOLYGON (((8.598317058528407 52.70148298090278, 8.59099952355451 52.92143851536191, 8.955619106402617 52.92529656371526, 8.961043741153787 52.70532099454946, 8.598317058528407 52.70148298090278)))"
1125098,"MULTIPOLYGON (((8.59099952355451 52.92143851536191, 8.583607263277854 53.14139359570081, 8.950139063399581 53.14527188332584, 8.955619106402617 52.92529656371526, 8.59099952355451 52.92143851536191)))"
1125099,"MULTIPOLYGON (((8.583607263277854 53.14139359570083, 8.576138906104482 53.36134821358315, 8.944602594872178 53.36524694879923, 8.950139063399581 53.14527188332585, 8.583607263277854 53.14139359570083)))"
1125100,"MULTIPOLYGON (((8.576138906104482 53.36134821358313, 8.568593047531145 53.58130236047242, 8.939008659132439 53.58522175544338, 8.944602594872178 53.36524694879922, 8.576138906104482 53.36134821358313)))"
1125101,"MULTIPOLYGON (((8.568593047531145 53.58130236047242, 8.560968249144759 53.80125602762605, 8.933356189334161 53.805196298453, 8.939008659132439 53.58522175544338, 8.568593047531145 53.58130236047242)))"
1125102,"MULTIPOLYGON (((8.560968249144759 53.80125602762605, 8.553263037584692 54.02120920608904, 8.927644092703002 54.02517057290592, 8.933356189334161 53.805196298453, 8.560968249144759 53.80125602762605)))"
1125103,"MULTIPOLYGON (((8.553263037584692 54.02120920608904, 8.545475903467167 54.24116188668732, 8.921871249737961 54.24514457375965, 8.927644092703002 54.02517057290592, 8.553263037584692 54.02120920608904)))"
1125104,"MULTIPOLYGON (((8.545475903467167 54.24116188668732, 8.537605300269661 54.46111406002116, 8.916036513383444 54.46511829584756, 8.921871249737961 54.24514457375965, 8.545475903467167 54.24116188668732)))"
1125105,"MULTIPOLYGON (((8.537605300269661 54.46111406002116, 8.529649643173553 54.68106571645793, 8.910138708170278 54.68509173387496, 8.916036513383444 54.46511829584756, 8.537605300269661 54.46111406002116)))"
1125106,"MULTIPOLYGON (((8.529649643173553 54.68106571645793, 8.521607307863334 54.90101684612498, 8.904176629324429 54.90506488241524, 8.910138708170278 54.68509173387496, 8.529649643173553 54.68106571645793)))"
1125107,"MULTIPOLYGON (((8.521607307863334 54.90101684612498, 8.513476629280589 55.12096743890195, 8.898149041842109 55.12503773590554, 8.904176629324429 54.90506488241524, 8.521607307863334 54.90101684612498)))"
1126074,"MULTIPOLYGON (((9.07254362676167 47.64582315179319, 9.068159497603245 47.86580340727654, 9.393544178892018 47.86822255537668, 9.396397640161721 47.6482309185722, 9.07254362676167 47.64582315179319)))"
1126075,"MULTIPOLYGON (((9.068159497603245 47.86580340727654, 9.063737996910291 48.08578349444451, 9.390666390583439 48.0882141208798, 9.393544178892018 47.86822255537668, 9.068159497603245 47.86580340727654)))"
1126076,"MULTIPOLYGON (((9.063737996910291 48.08578349444451, 9.059278512783933 48.30576341054111, 9.387763876868179 48.30820561391391, 9.390666390583439 48.08821412087979, 9.063737996910291 48.08578349444451)))"
1126077,"MULTIPOLYGON (((9.059278512783933 48.30576341054111, 9.054780420509008 48.52574315275252, 9.384836231033189 48.52819703328694, 9.387763876868179 48.30820561391391, 9.059278512783933 48.30576341054111)))"
1126078,"MULTIPOLYGON (((9.054780420509008 48.52574315275252, 9.050243082211333 48.7457227182058, 9.381883037796831 48.74818837778172, 9.384836231033189 48.52819703328694, 9.054780420509008 48.52574315275252)))"
1126079,"MULTIPOLYGON (((9.050243082211333 48.7457227182058, 9.04566584650402 48.96570210396698, 9.378903873078569 48.96817964615524, 9.381883037796831 48.74818837778172, 9.050243082211333 48.7457227182058)))"
1126080,"MULTIPOLYGON (((9.04566584650402 48.96570210396698, 9.041048048122153 49.18568130703971, 9.375898303761158 49.18817083713803, 9.378903873078569 48.96817964615524, 9.04566584650402 48.96570210396698)))"
1126081,"MULTIPOLYGON (((9.041048048122153 49.18568130703971, 9.036389007545974 49.40566032436333, 9.372865887445036 49.40816194943342, 9.375898303761158 49.18817083713803, 9.041048048122153 49.18568130703971)))"
1126082,"MULTIPOLYGON (((9.036389007545974 49.40566032436333, 9.031688030611331 49.6256391528113, 9.369806172194707 49.62815298171676, 9.372865887445036 49.40816194943342, 9.036389007545974 49.40566032436333)))"
1126083,"MULTIPOLYGON (((9.031688030611331 49.62563915281131, 9.026944408107685 49.84561778918926, 9.366718696276962 49.84814393263473, 9.369806172194707 49.62815298171677, 9.031688030611331 49.62563915281131)))"
1126084,"MULTIPOLYGON (((9.026944408107685 49.84561778918926, 9.022157415362573 50.06559623023316, 9.363602987890175 50.0681348008044, 9.366718696276962 49.84814393263473, 9.026944408107685 49.84561778918926)))"
1126085,"MULTIPOLYGON (((9.022157415362573 50.06559623023316, 9.017326311812587 50.28557447260746, 9.360458564884828 50.28812558481265, 9.363602987890175 50.0681348008044, 9.022157415362573 50.06559623023316)))"
1126086,"MULTIPOLYGON (((9.017326311812587 50.28557447260746, 9.012450340559683 50.50555251290301, 9.357284934474658 50.50811628321507, 9.360458564884828 50.28812558481265, 9.017326311812587 50.28557447260746)))"
1126087,"MULTIPOLYGON (((9.012450340559683 50.50555251290301, 9.007528727912838 50.72553034763498, 9.354081592938043 50.72810689453526, 9.357284934474658 50.50811628321507, 9.012450340559683 50.50555251290301)))"
1126088,"MULTIPOLYGON (((9.007528727912838 50.72553034763498, 9.002560682914108 50.9455079732408, 9.350848025309316 50.94809741726382, 9.354081592938043 50.72810689453526, 9.007528727912838 50.72553034763498)))"
1126089,"MULTIPOLYGON (((9.002560682914108 50.9455079732408, 8.997545396848714 51.16548538607793, 9.347583705059659 51.16808784985747, 9.350848025309316 50.94809741726382, 9.002560682914108 50.9455079732408)))"
1126090,"MULTIPOLYGON (((8.997545396848714 51.16548538607793, 8.992482042738294 51.3854625824215, 9.344288093767091 51.38807819073809, 9.347583705059659 51.16808784985747, 8.997545396848714 51.16548538607793)))"
1126091,"MULTIPOLYGON (((8.992482042738294 51.3854625824215, 8.987369774816665 51.60543955846207, 9.340960640774927 51.6080684382917, 9.344288093767091 51.38807819073809, 8.992482042738294 51.3854625824215)))"
1126092,"MULTIPOLYGON (((8.987369774816665 51.60543955846207, 8.98220772798779 51.82541631030305, 9.337600782838818 51.82805859086736, 9.340960640774927 51.6080684382917, 8.987369774816665 51.60543955846207)))"
1126093,"MULTIPOLYGON (((8.98220772798779 51.82541631030305, 8.976995017264541 52.04539283395842, 9.334207943761079 52.04804864677626, 9.337600782838818 51.82805859086736, 8.98220772798779 51.82541631030305)))"
1126094,"MULTIPOLYGON (((8.976995017264541 52.04539283395842, 8.971730737188063 52.26536912534973, 9.330781534012541 52.26803860429042, 9.334207943761079 52.04804864677626, 8.976995017264541 52.04539283395842)))"
1126095,"MULTIPOLYGON (((8.971730737188063 52.26536912534973, 8.966413961226722 52.48534518030375, 9.327320950341115 52.48802846164173, 9.330781534012541 52.26803860429042, 8.971730737188063 52.26536912534973)))"
1126096,"MULTIPOLYGON (((8.966413961226722 52.48534518030376, 8.961043741153711 52.70532099454946, 9.3238255753662 52.70801821702057, 9.327320950341115 52.48802846164173, 8.966413961226722 52.48534518030376)))"
1126097,"MULTIPOLYGON (((8.961043741153711 52.70532099454946, 8.955619106402541 52.92529656371526, 9.320294777159035 52.92800786857474, 9.3238255753662 52.70801821702057, 8.961043741153711 52.70532099454946)))"
1126098,"MULTIPOLYGON (((8.955619106402541 52.92529656371526, 8.950139063399504 53.14527188332584, 9.316727908807799 53.14799741440809, 9.320294777159035 52.92800786857474, 8.955619106402541 52.92529656371526)))"
1126099,"MULTIPOLYGON (((8.950139063399504 53.14527188332585, 8.944602594872102 53.36524694879923, 9.313124307967071 53.36798685257931, 9.316727908807799 53.14799741440811, 8.950139063399504 53.14527188332585)))"
1126100,"MULTIPOLYGON (((8.944602594872102 53.36524694879922, 8.939008659132337 53.58522175544338, 9.30948329639112 53.58797618110034, 9.313124307967071 53.36798685257929, 8.944602594872102 53.36524694879922)))"
1126101,"MULTIPOLYGON (((8.939008659132337 53.58522175544338, 8.933356189334084 53.805196298453, 9.305804179449934 53.80796539793522, 9.30948329639112 53.58797618110034, 8.939008659132337 53.58522175544338)))"
1126102,"MULTIPOLYGON (((8.933356189334084 53.805196298453, 8.927644092702925 54.02517057290592, 9.302086245627757 54.02795450099843, 9.305804179449934 53.80796539793522, 8.933356189334084 53.805196298453)))"
1126103,"MULTIPOLYGON (((8.927644092702925 54.02517057290592, 8.921871249737885 54.24514457375965, 9.29832876600288 54.24794348815348, 9.302086245627757 54.02795450099843, 8.927644092702925 54.02517057290592)))"
1126104,"MULTIPOLYGON (((8.921871249737885 54.24514457375965, 8.916036513383368 54.46511829584756, 9.294530993708317 54.46793235721128, 9.29832876600288 54.24794348815348, 8.921871249737885 54.24514457375965)))"
1126105,"MULTIPOLYGON (((8.916036513383368 54.46511829584756, 8.910138708170201 54.68509173387496, 9.29069216337226 54.68792110592837, 9.294530993708317 54.46793235721128, 8.916036513383368 54.46511829584756)))"
1126106,"MULTIPOLYGON (((8.910138708170201 54.68509173387496, 8.904176629324352 54.90506488241524, 9.28681149053741 54.90790973200552, 9.29069216337226 54.68792110592837, 8.910138708170201 54.68509173387496)))"
1126107,"MULTIPOLYGON (((8.904176629324352 54.90506488241524, 8.898149041842032 55.12503773590554, 9.282888171058477 55.12789823308569, 9.28681149053741 54.90790973200552, 8.904176629324352 54.90506488241524)))"
1127073,"MULTIPOLYGON (((9.399227164631318 47.42823921161014, 9.396397640161721 47.6482309185722, 9.72027658163584 47.64962007800551, 9.721587902794051 47.42962185905255, 9.399227164631318 47.42823921161014)))"
1127074,"MULTIPOLYGON (((9.396397640161721 47.6482309185722, 9.393544178892018 47.86822255537668, 9.718954166279683 47.86961828189018, 9.72027658163584 47.64962007800551, 9.396397640161721 47.6482309185722)))"
1127075,"MULTIPOLYGON (((9.393544178892018 47.86822255537668, 9.390666390583439 48.0882141208798, 9.717620475844816 48.08961647046088, 9.718954166279683 47.86961828189015, 9.393544178892018 47.86822255537668)))"
1127076,"MULTIPOLYGON (((9.390666390583439 48.08821412087979, 9.387763876868179 48.30820561391391, 9.71627532568225 48.30961464346679, 9.717620475844816 48.08961647046088, 9.390666390583439 48.08821412087979)))"
1127077,"MULTIPOLYGON (((9.387763876868179 48.30820561391391, 9.384836231033189 48.52819703328694, 9.714918527274406 48.5296128006519, 9.71627532568225 48.30961464346679, 9.387763876868179 48.30820561391391)))"
1127078,"MULTIPOLYGON (((9.384836231033189 48.52819703328694, 9.381883037796831 48.74818837778172, 9.713549888131672 48.74961094175477, 9.714918527274406 48.5296128006519, 9.384836231033189 48.52819703328694)))"
1127079,"MULTIPOLYGON (((9.381883037796831 48.74818837778172, 9.378903873078569 48.96817964615524, 9.712169211685588 48.96960906650838, 9.713549888131672 48.74961094175477, 9.381883037796831 48.74818837778172)))"
1127080,"MULTIPOLYGON (((9.378903873078569 48.96817964615524, 9.375898303761158 49.18817083713803, 9.710776297178576 49.18960717464008, 9.712169211685588 48.96960906650838, 9.378903873078569 48.96817964615524)))"
1127081,"MULTIPOLYGON (((9.375898303761158 49.18817083713803, 9.372865887445036 49.40816194943342, 9.7093709395501 49.40960526587135, 9.710776297178576 49.18960717464008, 9.375898303761158 49.18817083713803)))"
1127082,"MULTIPOLYGON (((9.372865887445036 49.40816194943342, 9.369806172194707 49.62815298171676, 9.707952929319109 49.62960333991768, 9.7093709395501 49.40960526587135, 9.372865887445036 49.40816194943342)))"
1127083,"MULTIPOLYGON (((9.369806172194707 49.62815298171677, 9.366718696276962 49.84814393263473, 9.706522052462514 49.84960139648835, 9.707952929319109 49.62960333991769, 9.369806172194707 49.62815298171677)))"
1127084,"MULTIPOLYGON (((9.366718696276962 49.84814393263473, 9.363602987890175 50.0681348008044, 9.705078090289957 50.06959943528634, 9.706522052462514 49.84960139648835, 9.366718696276962 49.84814393263473)))"
1127085,"MULTIPOLYGON (((9.363602987890175 50.0681348008044, 9.360458564884828 50.28812558481265, 9.703620819313935 50.28959745600812, 9.705078090289957 50.06959943528634, 9.363602987890175 50.0681348008044)))"
1127086,"MULTIPOLYGON (((9.360458564884828 50.28812558481265, 9.357284934474658 50.50811628321507, 9.702150011116148 50.50959545834345, 9.703620819313935 50.28959745600814, 9.360458564884828 50.28812558481265)))"
1127087,"MULTIPOLYGON (((9.357284934474658 50.50811628321507, 9.354081592938043 50.72810689453526, 9.700665432208842 50.72959344197518, 9.702150011116148 50.50959545834345, 9.357284934474658 50.50811628321507)))"
1127088,"MULTIPOLYGON (((9.354081592938043 50.72810689453526, 9.350848025309316 50.94809741726382, 9.699166843891849 50.94959140657911, 9.700665432208842 50.72959344197518, 9.354081592938043 50.72810689453526)))"
1127089,"MULTIPOLYGON (((9.350848025309316 50.94809741726382, 9.347583705059659 51.16808784985747, 9.697654002104514 51.16958935182375, 9.699166843891849 50.94959140657911, 9.350848025309316 50.94809741726382)))"
1127090,"MULTIPOLYGON (((9.347583705059659 51.16808784985747, 9.344288093767091 51.38807819073809, 9.696126657272734 51.38958727737012, 9.697654002104514 51.16958935182375, 9.347583705059659 51.16808784985747)))"
1127091,"MULTIPOLYGON (((9.344288093767091 51.38807819073809, 9.340960640774927 51.6080684382917, 9.694584554150708 51.60958518287157, 9.696126657272734 51.38958727737012, 9.344288093767091 51.38807819073809)))"
1127092,"MULTIPOLYGON (((9.340960640774927 51.6080684382917, 9.337600782838818 51.82805859086736, 9.693027431657088 51.82958306797344, 9.694584554150708 51.60958518287157, 9.340960640774927 51.6080684382917)))"
1127093,"MULTIPOLYGON (((9.337600782838818 51.82805859086736, 9.334207943761079 52.04804864677626, 9.691455022705604 52.04958093231303, 9.693027431657088 51.82958306797344, 9.337600782838818 51.82805859086736)))"
1127094,"MULTIPOLYGON (((9.334207943761079 52.04804864677626, 9.330781534012541 52.26803860429042, 9.689867054029669 52.26957877551913, 9.691455022705604 52.04958093231303, 9.334207943761079 52.04804864677626)))"
1127095,"MULTIPOLYGON (((9.330781534012541 52.26803860429042, 9.327320950341115 52.48802846164173, 9.68826324600084 52.48957659721195, 9.689867054029669 52.26957877551913, 9.330781534012541 52.26803860429042)))"
1127096,"MULTIPOLYGON (((9.327320950341115 52.48802846164173, 9.3238255753662 52.70801821702057, 9.686643312440925 52.70957439700281, 9.68826324600084 52.48957659721196, 9.327320950341115 52.48802846164173)))"
1127097,"MULTIPOLYGON (((9.3238255753662 52.70801821702057, 9.320294777159035 52.92800786857474, 9.685006960427199 52.92957217449388, 9.686643312440925 52.70957439700281, 9.3238255753662 52.70801821702057)))"
1127098,"MULTIPOLYGON (((9.320294777159035 52.92800786857474, 9.316727908807799 53.14799741440809, 9.683353890090935 53.14956992927782, 9.685006960427199 52.92957217449388, 9.320294777159035 52.92800786857474)))"
1127099,"MULTIPOLYGON (((9.316727908807799 53.14799741440811, 9.313124307967071 53.36798685257931, 9.681683794408434 53.36956766093765, 9.683353890090935 53.14956992927782, 9.316727908807799 53.14799741440811)))"
1127100,"MULTIPOLYGON (((9.313124307967071 53.36798685257929, 9.30948329639112 53.58797618110034, 9.679996358984535 53.58956536904633, 9.681683794408434 53.36956766093763, 9.313124307967071 53.36798685257929)))"
1127101,"MULTIPOLYGON (((9.30948329639112 53.58797618110034, 9.305804179449934 53.80796539793522, 9.678291261828461 53.80956305316657, 9.679996358984535 53.58956536904633, 9.30948329639112 53.58797618110034)))"
1127102,"MULTIPOLYGON (((9.305804179449934 53.80796539793522, 9.302086245627757 54.02795450099843, 9.676568173121037 54.02956071285035, 9.678291261828461 53.80956305316657, 9.305804179449934 53.80796539793522)))"
1127103,"MULTIPOLYGON (((9.302086245627757 54.02795450099843, 9.29832876600288 54.24794348815348, 9.674826754973621 54.24955834763876, 9.676568173121037 54.02956071285035, 9.302086245627757 54.02795450099843)))"
1127104,"MULTIPOLYGON (((9.29832876600288 54.24794348815348, 9.294530993708317 54.46793235721128, 9.673066661178055 54.46955595706159, 9.674826754973621 54.24955834763876, 9.29832876600288 54.24794348815348)))"
1127105,"MULTIPOLYGON (((9.294530993708317 54.46793235721128, 9.29069216337226 54.68792110592837, 9.6712875369471 54.68955354063694, 9.673066661178055 54.46955595706159, 9.294530993708317 54.46793235721128)))"
1127106,"MULTIPOLYGON (((9.29069216337226 54.68792110592837, 9.28681149053741 54.90790973200552, 9.669489018645343 54.90955109787091, 9.6712875369471 54.68955354063694, 9.29069216337226 54.68792110592837)))"
1128073,"MULTIPOLYGON (((9.721587902794051 47.42962185905255, 9.72027658163584 47.64962007800551, 10.04416707669201 47.64999052833372, 10.04396002269364 47.42999057273664, 9.721587902794051 47.42962185905255)))"
1128074,"MULTIPOLYGON (((9.72027658163584 47.64962007800551, 9.718954166279683 47.86961828189018, 10.04437588247048 47.86999048355514, 10.04416707669201 47.64999052833372, 9.72027658163584 47.64962007800551)))"
1128075,"MULTIPOLYGON (((9.718954166279683 47.86961828189015, 9.717620475844816 48.08961647046088, 10.0445864685907 48.08999043839476, 10.04437588247048 47.86999048355513, 9.718954166279683 47.86961828189015)))"
1128076,"MULTIPOLYGON (((9.717620475844816 48.08961647046088, 9.71627532568225 48.30961464346679, 10.04479886420959 48.30999039284632, 10.0445864685907 48.08999043839476, 9.717620475844816 48.08961647046088)))"
1128077,"MULTIPOLYGON (((9.71627532568225 48.30961464346679, 9.714918527274406 48.5296128006519, 10.0450130990947 48.52999034690344, 10.04479886420959 48.30999039284632, 9.71627532568225 48.30961464346679)))"
1128078,"MULTIPOLYGON (((9.714918527274406 48.5296128006519, 9.713549888131672 48.74961094175477, 10.04522920364085 48.7499903005596, 10.0450130990947 48.52999034690344, 9.714918527274406 48.5296128006519)))"
1128079,"MULTIPOLYGON (((9.713549888131672 48.74961094175477, 9.712169211685588 48.96960906650838, 10.04544720888713 48.96999025380815, 10.04522920364085 48.7499903005596, 9.713549888131672 48.74961094175477)))"
1128080,"MULTIPOLYGON (((9.712169211685588 48.96960906650838, 9.710776297178576 49.18960717464008, 10.04566714653392 49.18999020664229, 10.04544720888713 48.96999025380815, 9.712169211685588 48.96960906650838)))"
1128081,"MULTIPOLYGON (((9.710776297178576 49.18960717464008, 9.7093709395501 49.40960526587135, 10.04588904896113 49.40999015905509, 10.04566714653392 49.18999020664229, 9.710776297178576 49.18960717464008)))"
1128082,"MULTIPOLYGON (((9.7093709395501 49.40960526587135, 9.707952929319109 49.62960333991768, 10.04611294924669 49.62999011103943, 10.04588904896113 49.40999015905508, 9.7093709395501 49.40960526587135)))"
1128083,"MULTIPOLYGON (((9.707952929319109 49.62960333991769, 9.706522052462514 49.84960139648835, 10.0463388811858 49.84999006258808, 10.04611294924669 49.62999011103945, 9.707952929319109 49.62960333991769)))"
1128084,"MULTIPOLYGON (((9.706522052462514 49.84960139648835, 9.705078090289957 50.06959943528634, 10.04656687931073 50.06999001369363, 10.0463388811858 49.84999006258808, 9.706522052462514 49.84960139648835)))"
1128085,"MULTIPOLYGON (((9.705078090289957 50.06959943528634, 9.703620819313935 50.28959745600812, 10.04679697891109 50.2899899643485, 10.04656687931073 50.06999001369363, 9.705078090289957 50.06959943528634)))"
1128086,"MULTIPOLYGON (((9.703620819313935 50.28959745600814, 9.702150011116148 50.50959545834345, 10.04702921605529 50.50998991454498, 10.04679697891109 50.2899899643485, 9.703620819313935 50.28959745600814)))"
1128087,"MULTIPOLYGON (((9.702150011116148 50.50959545834345, 9.700665432208842 50.72959344197518, 10.047263627612 50.72998986427513, 10.04702921605529 50.50998991454498, 9.702150011116148 50.50959545834345)))"
1128088,"MULTIPOLYGON (((9.700665432208842 50.72959344197518, 9.699166843891849 50.94959140657911, 10.04750025127335 50.94998981353091, 10.047263627612 50.72998986427513, 9.700665432208842 50.72959344197518)))"
1128089,"MULTIPOLYGON (((9.699166843891849 50.94959140657911, 9.697654002104514 51.16958935182375, 10.04773912557763 51.16998976230401, 10.04750025127335 50.94998981353091, 9.699166843891849 50.94959140657911)))"
1128090,"MULTIPOLYGON (((9.697654002104514 51.16958935182375, 9.696126657272734 51.38958727737012, 10.04798028993385 51.38998971058601, 10.04773912557763 51.16998976230401, 9.697654002104514 51.16958935182375)))"
1128091,"MULTIPOLYGON (((9.696126657272734 51.38958727737012, 9.694584554150708 51.60958518287157, 10.04822378464665 51.60998965836826, 10.04798028993385 51.38998971058601, 9.696126657272734 51.38958727737012)))"
1128092,"MULTIPOLYGON (((9.694584554150708 51.60958518287157, 9.693027431657088 51.82958306797344, 10.04846965094225 51.82998960564192, 10.04822378464665 51.60998965836826, 9.694584554150708 51.60958518287157)))"
1128093,"MULTIPOLYGON (((9.693027431657088 51.82958306797344, 9.691455022705604 52.04958093231303, 10.04871793099499 52.04998955239792, 10.04846965094225 51.82998960564192, 9.693027431657088 51.82958306797344)))"
1128094,"MULTIPOLYGON (((9.691455022705604 52.04958093231303, 9.689867054029669 52.26957877551913, 10.04896866795508 52.26998949862705, 10.04871793099499 52.04998955239792, 9.691455022705604 52.04958093231303)))"
1128095,"MULTIPOLYGON (((9.689867054029669 52.26957877551913, 9.68826324600084 52.48957659721195, 10.04922190597757 52.48998944431981, 10.04896866795508 52.26998949862705, 9.689867054029669 52.26957877551913)))"
1128096,"MULTIPOLYGON (((9.68826324600084 52.48957659721196, 9.686643312440925 52.70957439700281, 10.04947769025158 52.70998938946651, 10.04922190597757 52.48998944431982, 9.68826324600084 52.48957659721196)))"
1128097,"MULTIPOLYGON (((9.686643312440925 52.70957439700281, 9.685006960427199 52.92957217449388, 10.04973606703134 52.92998933405726, 10.04947769025158 52.70998938946651, 9.686643312440925 52.70957439700281)))"
1128098,"MULTIPOLYGON (((9.685006960427199 52.92957217449388, 9.683353890090935 53.14956992927782, 10.04999708366792 53.14998927808186, 10.04973606703134 52.92998933405726, 9.685006960427199 52.92957217449388)))"
1128099,"MULTIPOLYGON (((9.683353890090935 53.14956992927782, 9.681683794408434 53.36956766093765, 10.05026078864234 53.36998922152996, 10.04999708366792 53.14998927808186, 9.683353890090935 53.14956992927782)))"
1128100,"MULTIPOLYGON (((9.681683794408434 53.36956766093763, 9.679996358984535 53.58956536904633, 10.05052723159945 53.58998916439087, 10.05026078864234 53.36998922152994, 9.681683794408434 53.36956766093763)))"
1128101,"MULTIPOLYGON (((9.679996358984535 53.58956536904633, 9.678291261828461 53.80956305316657, 10.05079646338364 53.80998910665371, 10.05052723159945 53.58998916439087, 9.679996358984535 53.58956536904633)))"
1128102,"MULTIPOLYGON (((9.678291261828461 53.80956305316657, 9.676568173121037 54.02956071285035, 10.05106853607565 54.02998904830731, 10.05079646338364 53.80998910665371, 9.678291261828461 53.80956305316657)))"
1128103,"MULTIPOLYGON (((9.676568173121037 54.02956071285035, 9.674826754973621 54.24955834763876, 10.05134350303024 54.2499889893402, 10.05106853607565 54.02998904830731, 9.676568173121037 54.02956071285035)))"
1128104,"MULTIPOLYGON (((9.674826754973621 54.24955834763876, 9.673066661178055 54.46955595706159, 10.05162141891605 54.46998892974072, 10.05134350303024 54.2499889893402, 9.674826754973621 54.24955834763876)))"
1128105,"MULTIPOLYGON (((9.673066661178055 54.46955595706159, 9.6712875369471 54.68955354063694, 10.05190233975644 54.68998886949682, 10.05162141891605 54.46998892974072, 9.673066661178055 54.46955595706159)))"
1128106,"MULTIPOLYGON (((9.6712875369471 54.68955354063694, 9.669489018645343 54.90955109787091, 10.05218632297202 54.90998880859615, 10.05190233975644 54.68998886949682, 9.6712875369471 54.68955354063694)))"
1129072,"MULTIPOLYGON (((10.04375469249337 47.20999061676989, 10.04396002269364 47.42999057273664, 10.36633034541335 47.42934532591703, 10.36461930745766 47.2093483837454, 10.04375469249337 47.20999061676989)))"
1129073,"MULTIPOLYGON (((10.04396002269364 47.42999057273664, 10.04416707669201 47.64999052833372, 10.36805574743326 47.64934224241816, 10.36633034541335 47.42934532591703, 10.04396002269364 47.42999057273664)))"
1129074,"MULTIPOLYGON (((10.04416707669201 47.64999052833372, 10.04437588247048 47.86999048355514, 10.36979574667818 47.86933913283215, 10.36805574743326 47.64934224241816, 10.04416707669201 47.64999052833372)))"
1129075,"MULTIPOLYGON (((10.04437588247048 47.86999048355513, 10.0445864685907 48.08999043839476, 10.37155058113901 48.08933599673365, 10.36979574667818 47.86933913283215, 10.04437588247048 47.86999048355513)))"
1129076,"MULTIPOLYGON (((10.0445864685907 48.08999043839476, 10.04479886420959 48.30999039284632, 10.37332049376462 48.30933283368847, 10.37155058113901 48.08933599673365, 10.0445864685907 48.08999043839476)))"
1129077,"MULTIPOLYGON (((10.04479886420959 48.30999039284632, 10.0450130990947 48.52999034690344, 10.37510573259366 48.52932964325331, 10.37332049376462 48.30933283368847, 10.04479886420959 48.30999039284632)))"
1129078,"MULTIPOLYGON (((10.0450130990947 48.52999034690344, 10.04522920364085 48.7499903005596, 10.37690655089089 48.74932642497559, 10.37510573259366 48.52932964325331, 10.0450130990947 48.52999034690344)))"
1129079,"MULTIPOLYGON (((10.04522920364085 48.7499903005596, 10.04544720888713 48.96999025380815, 10.37872320728751 48.96932317839307, 10.37690655089089 48.74932642497559, 10.04522920364085 48.7499903005596)))"
1129080,"MULTIPOLYGON (((10.04544720888713 48.96999025380815, 10.04566714653392 49.18999020664229, 10.38055596592662 49.18931990303368, 10.37872320728751 48.96932317839307, 10.04544720888713 48.96999025380815)))"
