,,,Steinkohle (roh),Steinkohle (Briketts),Steinkohle (Koks),Steinkohle (sonstige),Braunkohle (roh),Braunkohle (Briketts),Braunkohle (sonstige),Erdöl,Rohbenzin,Ottokraftstoffe,Dieselkraftstoffe,Flugturbinenkraftstoffe,Heizöl (leicht),Heizöl (schwer),Petrolkoks,Mineralölprodukte (sonstige),Flüssiggas,Raffineriegas,"Kokereigas, Stadtgas","Gichtgas, Konvertergas",Erdgas,Grubengas,"Klärgas, Deponiegas",Wasserkraft,Windkraft,Solarenergie,Biomasse,Biotreibstoff,Abfälle (biogen),EE (sonstige),Strom,Kernenergie,Fernwärme,Abfälle (nicht biogen),andere Energieträger,Insgesamt
2012,NW,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",4692,11.712573,5.4435,,,1970.0,2281.0,0.0,0.0,2177.15,16539.6,0.0,125850.919,0.0,0.0,0.0,7860.015,0.0,0.0,,316907.859,0.0,0.0,0.0,0.0,2448.0,19864.0,,,4236.0,205189.2,,45076.0,,0.0,755108.899073
2013,NW,Endenergieverbrauch,83660,10.801944,24732.1125,0.0,1517.0,8077.0,29105.0,0.0,0.0,152661.758,288465.53112,55682.8,146240.545,10851.729,3647.968,553.028,19679.012,32049.288,11003.872,36200.0,566148.744,0.0,3.0,0.0,0.0,2448.0,58092.0,,,4727.0,431449.2,,106010.0,,14844.0,2087859.389564
2013,NW,Gewinngung und verarbeitendes Gewerbe,78996,0.0,24730.68,0.0,1517.0,5811.5,27141.0,0.0,0.0,0.0,75.05112,0.0,10320.343,10851.729,3647.968,553.028,5103.669,32049.288,11003.872,36200.0,200607.764,0.0,3.0,0.0,0.0,0.0,14807.0,,,11.0,225471.6,,59254.0,,14844.0,762999.49212
2013,NW,Schienenverkehr,0,0.0,0,,,0.0,,0.0,0.0,0.0,1374.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,,0.0,6274.8,,0.0,,0.0,7727.52
2013,NW,Straßenverkehr,,0.0,0,,,0.0,,0.0,0.0,150484.608,266867.52,0.0,0.0,0.0,0.0,0.0,6620.976,0.0,0.0,,1125.824,0.0,0.0,0.0,0.0,0.0,21559.0,,,0.0,0.0,,0.0,,0.0,446657.928
2013,NW,Luftverkehr,,0.0,0,,,0.0,,0.0,0.0,87.086,0.0,55682.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,55769.886
2013,NW,Küsten und Binnenschiffahrt,,0.0,0,,,0.0,,0.0,0.0,0.0,2792.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,158.0,,,0.0,0.0,,0.0,,0.0,2950.4
2013,NW,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,150571.694,271034.64,55682.8,0.0,0.0,0.0,0.0,6620.976,0.0,0.0,0.0,1125.824,0.0,0.0,0.0,0.0,0.0,21795.0,,,0.0,6274.8,,0.0,,0.0,513105.734
2013,NW,Haushalte,,0.0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,262844.722,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,109350.0,,27447.0,,0.0,399641.722
2013,NW,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,0.0,0,,,0.0,,0.0,0.0,0.0,17355.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,101570.434,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,90352.8,,19309.0,,0.0,228588.074
2013,NW,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",4664,10.801944,1.4325,,,2265.5,1964.0,0.0,0.0,2090.064,17355.84,0.0,135920.202,0.0,0.0,0.0,7954.367,0.0,0.0,,364415.156,0.0,0.0,0.0,0.0,2448.0,21490.0,,,4716.0,199702.8,,46756.0,,0.0,811754.163444
2014,NW,Endenergieverbrauch,87765,9.4203,16162.63965,0.0,1277.319,7308.7,27776.0,0.0,0.0,154534.107,292988.7070368,54484.4,122816.364,8935.5315,7233.04,869.044,15816.776,34806.216,11595.65,36200.0,537405.05,0.0,71.776,0.0,0.0,2628.0,51037.4,,,5386.0,441633.6,,102051.0,,13118.0,2033909.7404868
2014,NW,Gewinngung und verarbeitendes Gewerbe,83923,0.0,16161.20715,0.0,1277.319,5378.1,25501.0,0.0,0.0,0.0,44.4670368,0.0,6551.919,8935.5315,7233.04,869.044,2161.013,34806.216,11595.65,36200.0,196456.288,0.0,71.776,0.0,0.0,0.0,12079.4,,,12.0,237808.8,,54136.0,,13118.0,754319.7706868
2014,NW,Schienenverkehr,0,0.0,0,,,0.0,,0.0,0.0,0.0,1460.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,,0.0,5922.0,,0.0,,0.0,7460.64
2014,NW,Straßenverkehr,,0.0,0,,,0.0,,0.0,0.0,152139.242,269101.44,0.0,0.0,0.0,0.0,0.0,6758.913,0.0,0.0,,1161.006,0.0,0.0,0.0,0.0,0.0,21042.0,,,0.0,0.0,,0.0,,0.0,450202.601
2014,NW,Luftverkehr,,0.0,0,,,0.0,,0.0,0.0,0.0,0.0,54484.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,54484.4
2014,NW,Küsten und Binnenschiffahrt,,0.0,0,,,0.0,,0.0,0.0,0.0,3050.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,164.0,,,0.0,0.0,,0.0,,0.0,3214.16
2014,NW,Verkehr insgesamt,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,152139.242,273612.24,54484.4,0.0,0.0,0.0,0.0,6758.913,0.0,0.0,0.0,1161.006,0.0,0.0,0.0,0.0,0.0,21284.0,,,0.0,5922.0,,0.0,,0.0,515361.801
2014,NW,Haushalte,,0.0,0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,235367.58,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,108892.8,,22392.0,,0.0,366652.38
2014,NW,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,0.0,0,,,0.0,,0.0,0.0,0.0,19332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,104420.176,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,89010.0,,25523.0,,0.0,238285.176
2014,NW,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",3842,9.4203,1.4325,,,1930.6,2275.0,0.0,0.0,2394.865,19332.0,0.0,116264.445,0.0,0.0,0.0,6896.85,0.0,0.0,,339787.756,0.0,0.0,0.0,0.0,2628.0,17674.0,,,5374.0,197902.8,,47915.0,,0.0,764228.1688
2012,RP,Endenergieverbrauch,606.749388721481,,320.80265,,,1093.99958,2394.46681,,,49021.6003132619,68988.7118621591,6037.21367453083,44481.7222702816,416.31553,286.43182,33.0275854675766,4041.98342760615,,,,123583.200425495,,71.8039146086049,,,1296.0,28188.9605112993,,,1805.7037558511,100425.6441,,9919.44384729736,5936.57253999124,3029.67444239986,451980.028448971
2012,RP,Gewinngung und verarbeitendes Gewerbe,558.494279721481,,320.80265,,,183.69746,2383.5778,,,,8.52638,,3029.88037858207,416.31553,286.43182,9.5044,357.13762,,,,68775.5118582482,,71.8039146086049,,,,3432.44929490177,,,4.9482,53021.7765,,6408.38333729735,5936.57253999124,3029.67444239986,148235.488405751
2012,RP,Schienenverkehr,,,,,,,,,,,759.341555133849,,,,,,,,,,,,,,,,48.9738287938746,,,,1738.2744,,,,,2546.58978392772
2012,RP,Straßenverkehr,,,,,,,,,,48649.2162758468,63425.0025261799,,,,,,1138.83589402428,,,,147.427278947368,,,,,,6541.98086645526,,,,,,,,,119902.462841454
2012,RP,Luftverkehr,,,,,,,,,,47.2430765071984,,6037.21367453083,,,,,,,,,,,,,,,,,,,,,,,,6084.45675103803
2012,RP,Küsten und Binnenschiffahrt,,,,,,,,,,,719.376210126804,,,,,,,,,,,,,,,,46.3962588573549,,,,,,,,,765.772468984159
2012,RP,Verkehr insgesamt,,,,,,,,,,48696.459352354,64903.7202914406,6037.21367453083,,,,,1138.83589402428,,,,147.427278947368,,,,,,6637.35095410649,,,,1738.2744,,,,,129299.281845404
2012,RP,Haushalte,,,,,,,,,,,,,,,,,,,,,49505.0956684211,,,,,,17842.1490389563,,,1800.7555558511,24276.33,,1811.2896,,,95235.6198632285
2012,RP,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,4076.46519071856,,,,,,,,,,5155.16561987836,,,,,,277.0112233347,,,,21389.2632,,1699.77091,,,32597.6761439316
2012,RP,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",48.255109,,,,,910.30212,10.88901,,,325.140960907915,4076.46519071856,,41451.8418916996,,,23.5231854675766,2546.00991358187,,,,54660.2612882994,,,,,1296.0,18119.160262291,,,1800.7555558511,45665.5932,,3511.06051,,,174445.258197817
2013,RP,Endenergieverbrauch,411.97064976749,,283.91301,,,1036.430498,2206.07433,,,47801.8260794458,71508.46184603,5531.93638015136,47999.8071618327,365.86943,503.69214,27.9585846943621,3951.18256954936,,,,129361.690176169,,66.5970412202915,,,1296.0,29216.6895547936,,,1972.8881933818,103473.7350444,,10124.1958376543,6135.47102957351,3510.67123210836,466787.060788772
2013,RP,Gewinngung und verarbeitendes Gewerbe,359.41749976749,,283.91301,,,172.9035,2205.90817,,,,13.8858409852552,,2431.48161525108,365.86943,503.69214,10.0574,280.02356,,,,71636.8910976951,,66.5970412202915,,,,3453.87287908195,,,4.87097,53666.4354444,,7694.32873,6135.47102957351,3510.67123210836,152796.290590083
2013,RP,Schienenverkehr,,,,,,,,,,,682.429978711826,,,,,,,,,,,,,,,,41.3575370063146,,,,1583.19,,,,,2306.97751571814
2013,RP,Straßenverkehr,,,,,,,,,,47477.7408656807,65754.1355958806,,,,,,1043.09503553138,,,,160.686332287244,,,,,,6025.04142317568,,,,,,,,,120460.699252556
2013,RP,Luftverkehr,,,,,,,,,,39.3001357362302,,5531.93638015136,,,,,,,,,,,,,,,,,,,,,,,,5571.23651588759
2013,RP,Küsten und Binnenschiffahrt,,,,,,,,,,,682.429978711826,,,,,,,,,,,,,,,,41.3575370063146,,,,,,,,,723.78751571814
2013,RP,Verkehr insgesamt,,,,,,,,,,47517.0410014169,67118.9955533042,5531.93638015136,,,,,1043.09503553138,,,,160.686332287244,,,,,,6107.75649718831,,,,1583.19,,,,,129062.700799879
2013,RP,Haushalte,,,,,,,,,,,,,,,,,,,,,52548.6847118331,,,,,,19377.6302672563,,,1968.0172233818,23730.5664,,2098.0152,,,99722.9138024712
2013,RP,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,4375.58045174053,,,,,,,,,,5015.42803435399,,,,,,277.429911267046,,,,24493.5432,,331.851907654248,,,34493.8335050158
2013,RP,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",52.55315,,,,,863.526998,0.16616,,,284.785078028933,4375.58045174053,,45568.3255465816,,,17.9011846943621,2628.06397401799,,,,57564.1127461871,,,,,1296.0,19655.0601785233,,,1968.0172233818,48224.1096,,2429.86710765425,,,184928.06939881
2014,RP,Endenergieverbrauch,372.21275,,305.34503,,,764.89516,2211.77345,,,48225.673712808,74463.8124619739,4686.41549111409,41632.047925713,334.82041,429.13161,20.5707058593005,3574.39144261741,,,,112585.539252078,,101.03206,,,1368.0,25688.1209635637,,,2165.67968703347,100962.306,,9976.08719,6350.79056,3853.90683,440072.552692761
2014,RP,Gewinngung und verarbeitendes Gewerbe,329.58419,,305.34503,,,129.09006,2211.77345,,,,9.31501,,1723.1136,334.82041,429.13161,9.27121,179.56908,,,,69091.60528,,101.03206,,,,3652.31255923348,,,1.83084,53279.9928,,7054.97381,6350.79056,3853.90683,149047.458389233
2014,RP,Schienenverkehr,,,,,,,,,,,725.206144012733,,,,,,,,,,,,,,,,41.5017169190997,,,,1534.2516,,,,,2300.95946093183
2014,RP,Straßenverkehr,,,,,,,,,,47823.7387017982,67887.3529256364,,,,,,1037.68932523513,,,,146.37192800443,,,,,,5967.40273605666,,,,,,,,,122862.555616731
2014,RP,Luftverkehr,,,,,,,,,,35.9370107409086,,4686.41549111409,,,,,,,,,,,,,,,,,,,,,,,,4722.352501855
2014,RP,Küsten und Binnenschiffahrt,,,,,,,,,,,644.627683566874,,,,,,,,,,,,,,,,36.8904150391997,,,,,,,,,681.518098606074
2014,RP,Verkehr insgesamt,,,,,,,,,,47859.6757125392,69257.186753216,4686.41549111409,,,,,1037.68932523513,,,,146.37192800443,,,,,,6045.79486801496,,,,1534.2516,,,,,130567.385678124
2014,RP,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,15676.7386968693,,,2163.84884703347,22950.4284,,2104.2324,,,42895.2483439028
2014,RP,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,5197.31069875792,,,,,,,,,,,,,,,,313.274839445915,,,,23197.6332,,816.880980000001,,,29525.0997182038
2014,RP,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",42.62856,,,,,635.8051,,,,365.998000268864,5197.31069875792,,39908.934325713,,,11.2994958593005,2357.13303738228,,,,43347.5620440733,,,,,1368.0,15990.0135363153,,,2163.84884703347,46148.0616,,2921.11338,,,160457.708625403
2012,SL,Endenergieverbrauch,26990.301,,44417.264,0.0,,361.002,305.578,,,8795.629,15880.787,172.0,12726.668,206.379,0.0,0.0,524.729,,7140.506,13791.623,27984.61,72.096,0.0,0.0,0.0,252.0,3838.0,,,,31237.42,,4332.072,0.0,0.0,199028.664
2012,SL,Gewinngung und verarbeitendes Gewerbe,26140.788,,44417.264,0.0,,107.862,305.578,,,0.0,0.107,0.0,479.862,206.379,0.0,0.0,19.114,,7140.506,13791.623,10832.406,72.096,0.0,0.0,0.0,0.0,582.0,,,,15399.622,,1237.247,0.0,0.0,120732.454
2012,SL,Schienenverkehr,,,,,,,,,,,256.14,,,,,,,,,,,,,,,,15.0,,,,232.798,,,,,503.938
2012,SL,Straßenverkehr,,,,,,,,,,8665.0,15069.57,,,,,,137.895,,,,108.517,,,,,,1333.0,,,,,,,,,25313.982
2012,SL,Luftverkehr,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,172.0
2012,SL,Küsten und Binnenschiffahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2012,SL,Verkehr insgesamt,0,,0,0.0,,0.0,0.0,,,8665.0,15325.71,172.0,0.0,0.0,0.0,0.0,137.895,,0.0,0.0,108.517,0.0,0.0,0.0,0.0,0.0,1348.0,,,,232.798,,0.0,0.0,0.0,25989.92
2012,SL,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SL,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SL,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",849.513,,,,,253.14,,,,130.629,554.97,,12246.806,,,,367.72,,,,17043.687,,,,,252.0,1908.0,,,,15605.0,,3094.825,,,52306.29
2013,SL,Endenergieverbrauch,28510.916,,40943.428,0.0,,619.904,303.57,,,8496.885,16522.016,171.2,13713.846,132.692,0.0,0.0,524.671,,6812.705,12336.776,28487.054,55.718,0.0,0.0,0.0,306.0,3955.0,,,,29234.065,,4458.0247,0.0,0.0,195584.4707
2013,SL,Gewinngung und verarbeitendes Gewerbe,27730.077,,40943.428,0.0,,398.365,303.57,,,0.0,0.986,0.0,353.694,132.692,0.0,0.0,19.056,,6812.705,12336.776,9492.706,55.718,0.0,0.0,0.0,0.0,643.0,,,,15694.044,,1212.2907,0.0,0.0,116129.1077
2013,SL,Schienenverkehr,,,,,,,,,,,213.45,,,,,,,,,,0.0,,,,,,12.0,,,,233.021,,,,,458.471
2013,SL,Straßenverkehr,,,,,,,,,,8360.256,15624.54,,,,,,137.895,,,,93.462,,,,,,1227.0,,,,,,,,,25443.153
2013,SL,Luftverkehr,,,,,,,,,,,,171.2,,,,,,,,,,,,,,,,,,,,,,,,171.2
2013,SL,Küsten und Binnenschiffahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,44.0
2013,SL,Verkehr insgesamt,0,,0,0.0,,0.0,0.0,,,8360.256,15837.99,171.2,0.0,0.0,0.0,0.0,137.895,,0.0,0.0,93.462,0.0,0.0,0.0,0.0,0.0,1283.0,,,,233.021,,0.0,0.0,,26116.824
2013,SL,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SL,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SL,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",780.839,,,,,221.539,,,,136.629,683.04,,13360.152,,,,367.72,,,,18900.886,,,,,306.0,2029.0,,,,13307.0,,3245.734,,,53338.539
2014,SL,Endenergieverbrauch,32256.958,,43844.036,0.0,,465.904,295.74,,,8272.98,16453.341,128.0,11901.207,137.28,0.0,0.0,477.453,,9069.79,13137.72,25146.135,54.902,0.0,0.0,0.0,306.0,4150.6,,,,28923.78,,4220.6878,0.0,0.0,199242.5138
2014,SL,Gewinngung und verarbeitendes Gewerbe,31593.849,,43844.036,0.0,,307.567,295.74,,,0.0,0.12,0.0,254.207,137.28,0.0,0.0,17.628,,9069.79,13137.72,9202.352,54.902,0.0,0.0,0.0,0.0,1291.6,,,,16128.686,,1040.6878,,,126376.1648
2014,SL,Schienenverkehr,,,,,,,,,,,214.795,,,,,,,,,,,,,,,,12.0,,,,218.13,,,,,444.925
2014,SL,Straßenverkehr,,,,,,,,,,8142.354,15637.0,,,,,,137.895,,,,91.578,,,,,,1171.0,,,,,,,,,25179.827
2014,SL,Luftverkehr,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,128.0
2014,SL,Küsten und Binnenschiffahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SL,Verkehr insgesamt,0,,0,0.0,,0.0,0.0,,,8142.354,15851.795,128.0,0.0,0.0,0.0,0.0,137.895,,0.0,0.0,91.578,0.0,0.0,0.0,0.0,0.0,1183.0,,,,218.13,,0.0,0.0,0.0,25752.752
2014,SL,Haushalte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SL,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SL,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",663.109,,,,,158.337,,,,130.626,601.426,,11647.0,,,,321.93,,,,15852.205,,,,,306.0,1676.0,,,,12576.964,,3180.0,,,47113.597
2012,SH,Endenergieverbrauch,348.44872933349,,0,0.0,,397.607938,2464.61507,0.0,0.0,22906.4042658224,50297.0145453358,579.57451893707,26274.8382032118,1695.87520889695,0.0,10.8482519351265,2838.09971108514,0.0,,,71347.6757592682,,16.3795154827779,0.0,0.0,540.0,10604.2593023651,,,984.261894896809,50466.2492991667,0.0,14548.7886343754,,3690.85294084465,260011.793788957
2012,SH,Gewinngung und verarbeitendes Gewerbe,272.10752133349,,0,0.0,,0.0,2464.61507,0.0,0.0,0.0,100.541216487672,0.0,1126.72028301281,1695.87520889695,0.0,0.0,224.9401225,0.0,,,18605.273197993,,16.3795154827779,0.0,0.0,0.0,2488.17372402968,,,0.0,13204.47692,0.0,1405.5762916,,3690.85294084465,45295.532012181
2012,SH,Schienenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,719.376210126804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,46.3966582435095,,,0.0,840.3012,0.0,0.0,,0.0,1606.07406837031
2012,SH,Straßenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,22272.1558221922,44121.7408877773,0.0,0.0,0.0,0.0,0.0,737.61914541347,0.0,,,145.095668421053,,0.0,0.0,0.0,0.0,4143.12768265865,,,0.0,0.0,0.0,0.0,,0.0,71419.7392064627
2012,SH,Luftverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,24.6091419278585,0.0,579.57451893707,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,604.183660864928
2012,SH,Küsten und Binnenschiffahrt,0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,959.168280169072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,61.8622109913459,,,0.0,0.0,0.0,0.0,,0.0,1021.03049116042
2012,SH,Verkehr insgesamt,0,,0,0.0,,0.0,0.0,0.0,0.0,22296.76496412,45800.2853780732,579.57451893707,0.0,0.0,0.0,0.0,737.61914541347,0.0,,,145.095668421053,,0.0,0.0,0.0,0.0,4251.38655189351,,,0.0,840.3012,0.0,0.0,,0.0,74651.0274268583
2012,SH,Haushalte,54.0660113314448,,0,0.0,,397.607938,0.0,0.0,0.0,260.868910495885,0.0,0.0,18231.8088767838,0.0,0.0,0.0,1021.92908762559,0.0,,,36999.9117789474,,0.0,0.0,0.0,506.149253731343,3554.5267313827,,,932.612781249455,19939.2097683607,0.0,10276.4491564716,,0.0,92175.1402943799
2012,SH,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",22.2751966685552,,0,0.0,,0.0,0.0,0.0,0.0,348.770391206455,4396.18795077491,0.0,6916.30904341515,0.0,0.0,10.8482519351265,853.611355546083,0.0,,,15597.3951139068,,0.0,0.0,0.0,33.8507462686567,310.172295059246,,,51.6491136473541,16482.261410806,0.0,2866.76318630376,,0.0,47890.0940555381
2012,SH,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",76.341208,,0,0.0,,397.607938,0.0,0.0,0.0,609.639301702341,4396.18795077491,0.0,25148.1179201989,0.0,0.0,10.8482519351265,1875.54044317168,0.0,,,52597.3068928542,,0.0,0.0,0.0,540.0,3864.69902644195,,,984.261894896809,36421.4711791667,0.0,13143.2123427754,,0.0,140065.234349918
2013,SH,Endenergieverbrauch,183.94928,,0,0.0,,405.693137,1787.46929,0.0,0.0,22619.9069058131,52548.5010768527,600.776102225674,27659.6161138277,189.05666,0.0,8.25553842481677,3034.89613040819,0.0,,,75738.6963202729,,19.4715,0.0,0.0,540.0,10321.642154519,,,1054.13408543757,51562.6169753689,0.0,15143.695924416,,4036.0978,267454.474994567
2013,SH,Gewinngung und verarbeitendes Gewerbe,101.56048,,0,0.0,,0.0,1787.46929,0.0,0.0,0.0,36.0897539779598,0.0,989.63883,189.05666,0.0,0.0,213.0470635,0.0,,,20134.2430045147,,19.4715,0.0,0.0,0.0,2323.8476560042,,,0.0,13291.125252,0.0,1327.94884304,,4036.0978,44449.5961330369
2013,SH,Schienenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,684.593510779318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,39.4891236053844,,,0.0,707.2524,0.0,0.0,,0.0,1431.3350343847
2013,SH,Straßenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,22028.7148590512,46713.4395590593,0.0,0.0,0.0,0.0,0.0,739.284910326366,0.0,,,162.474051751192,,0.0,0.0,0.0,0.0,3774.45950472996,,,0.0,0.0,0.0,0.0,,0.0,73418.3728849181
2013,SH,Luftverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,21.132882202343,0.0,600.776102225674,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,621.908984428017
2013,SH,Küsten und Binnenschiffahrt,0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,926.2147498779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,53.4264613484612,,,0.0,0.0,0.0,0.0,,0.0,979.641211226362
2013,SH,Verkehr insgesamt,0,,0,0.0,,0.0,0.0,0.0,0.0,22049.8477412536,48324.2478197166,600.776102225674,0.0,0.0,0.0,0.0,739.284910326366,0.0,,,162.474051751192,,0.0,0.0,0.0,0.0,3867.37508968381,,,0.0,707.2524,0.0,0.0,,0.0,76451.2581149572
2013,SH,Haushalte,69.8016222222222,,0,0.0,,405.693137,0.0,0.0,0.0,235.218587318261,0.0,0.0,19405.9038494072,0.0,0.0,0.0,1173.57611282787,0.0,,,37615.5844577611,,0.0,0.0,0.0,504.882374676684,3863.10179653964,,,1001.4375086308,20071.049124022,0.0,10194.6145104965,,0.0,94540.8630809024
2013,SH,"Gewerbe, Handel, Dienstleistungen und übrige Verbraucher",12.5871777777778,,0,0.0,,0.0,0.0,0.0,0.0,334.84057724129,4188.16350315815,0.0,7264.07343442056,0.0,0.0,8.25553842481677,908.988043753953,0.0,,,17826.3948062458,,0.0,0.0,0.0,35.1176253233157,267.317612291347,,,52.6965768067648,17493.1901993469,0.0,3621.13257087946,,0.0,52012.7576656701
2013,SH,"Haushalte, Gewerbe, Handel, Dienstleistungen, übrige Verbraucher",82.3888,,0,0.0,,405.693137,0.0,0.0,0.0,570.059164559551,4188.16350315815,0.0,26669.9772838277,0.0,0.0,8.25553842481677,2082.56415658183,0.0,,,55441.979264007,,0.0,0.0,0.0,540.0,4130.41940883099,,,1054.13408543757,37564.2393233689,0.0,13815.747081376,,0.0,146553.620746572
2014,SH,Endenergieverbrauch,187.120892,,0,0.0,,292.859,1932.06844,0.0,0.0,22594.1594543805,52785.6740757487,389.421614878903,23530.3721554858,101.89763,0.0,5.21101948503398,2705.0040256379,0.0,,,70332.0908118151,,20.44177,0.0,0.0,576.0,9241.62239322073,,,1193.97734399399,48973.792138,0.0,13410.9022076,,3759.50642,252032.121392247
2014,SH,Gewinngung und verarbeitendes Gewerbe,128.04208,,0,0.0,,0.0,1932.06844,0.0,0.0,0.0,42.5980104501325,0.0,771.7795,101.89763,0.0,0.0,202.9559,0.0,,,18044.9617910469,,20.44177,0.0,0.0,0.0,1957.251432075,,,0.0,13250.221,0.0,1338.54995,,3759.50642,41550.2739235721
2014,SH,Schienenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,602.548469900593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,36.1306191179496,,,0.0,803.862,0.0,0.0,,0.0,1442.54108901854
2014,SH,Straßenverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,22410.7309621499,46918.4408562595,0.0,0.0,0.0,0.0,0.0,687.905676630123,0.0,,,163.548942043998,,0.0,0.0,0.0,0.0,3802.24086330986,,,0.0,0.0,0.0,0.0,,0.0,73982.8673003935
2014,SH,Luftverkehr,0,,0,0.0,,0.0,0.0,0.0,0.0,20.7371603819569,0.0,389.421614878903,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,410.15877526086
